t, viconX, viconY, viconZ, viconRo, viconPi, viconYa, px4X, px4Y, px4Z, px4Xd, px4Yd, px4Zd, uwbD, uwbAntId, uwbRqstrId
1501395794.678893089,-0.001256253,-2.857521296,0.214215904,0.006208966,-0.001264980,1.539923668,-2.862734318,-0.060094211,0.129999995,0.100000000,0.100000000,0.100000000,5.897999763,17.000000000,2.000000000
1501395794.711295366,-0.001300630,-2.857487202,0.214173704,0.006083600,-0.000983875,1.540211082,-2.862734318,-0.060094211,0.129999995,0.100000000,0.100000000,0.100000000,5.500000000,0.000000000,1.000000000
1501395794.743276358,-0.001231740,-2.857503176,0.214235082,0.006025637,-0.001076539,1.540374160,-2.863007545,-0.056250032,0.140000001,0.100000000,0.100000000,0.100000000,5.964000225,0.000000000,2.000000000
1501395794.758995771,-0.001231740,-2.857503176,0.214235082,0.006025637,-0.001076539,1.540374160,-2.863007545,-0.056250032,0.140000001,0.100000000,0.100000000,0.100000000,6.011000156,1.000000000,2.000000000
1501395794.774948120,-0.001231740,-2.857503176,0.214235082,0.006025637,-0.001076539,1.540374160,-2.863007545,-0.056250032,0.140000001,0.100000000,0.100000000,0.100000000,5.376999855,16.000000000,1.000000000
1501395794.791448832,-0.001314878,-2.857534409,0.214166135,0.006084842,-0.001033607,1.540191293,-2.863703489,-0.056549072,0.179999992,0.100000000,0.100000000,0.100000000,5.452000141,17.000000000,1.000000000
1501395794.806994200,-0.001222451,-2.857481480,0.214203909,0.005635689,-0.000713490,1.540114522,-2.863703489,-0.056549072,0.179999992,0.100000000,0.100000000,0.100000000,5.954999924,16.000000000,2.000000000
1501395794.823021889,-0.001222451,-2.857481480,0.214203909,0.005635689,-0.000713490,1.540114522,-2.863703489,-0.056549072,0.179999992,0.100000000,0.100000000,0.100000000,5.902999878,17.000000000,2.000000000
1501395794.854953527,-0.001125039,-2.857468843,0.214237422,0.005573261,-0.000783985,1.540367007,-2.863924026,-0.056963120,0.149999991,0.100000000,0.100000000,0.100000000,5.499000072,0.000000000,1.000000000
1501395794.871029377,-0.001125039,-2.857468843,0.214237422,0.005573261,-0.000783985,1.540367007,-2.863924026,-0.056963120,0.149999991,0.100000000,0.100000000,0.100000000,5.441999912,1.000000000,1.000000000
1501395794.887343407,-0.001125039,-2.857468843,0.214237422,0.005573261,-0.000783985,1.540367007,-2.863924026,-0.056963120,0.149999991,0.100000000,0.100000000,0.100000000,5.977000237,0.000000000,2.000000000
1501395794.903269053,-0.001278257,-2.857506275,0.214216858,0.004956945,0.000512371,1.540484667,-2.863678932,-0.055497121,0.170000002,0.100000000,0.100000000,0.100000000,6.010000229,1.000000000,2.000000000
1501395794.919250727,-0.001278257,-2.857506275,0.214216858,0.004956945,0.000512371,1.540484667,-2.863678932,-0.055497121,0.170000002,0.100000000,0.100000000,0.100000000,5.374000072,16.000000000,1.000000000
1501395794.935120106,-0.001156796,-2.857521772,0.214217201,0.005630557,-0.000930055,1.540152431,-2.863678932,-0.055497121,0.170000002,0.100000000,0.100000000,0.100000000,5.436999798,17.000000000,1.000000000
1501395794.951210499,-0.001156796,-2.857521772,0.214217201,0.005630557,-0.000930055,1.540152431,-2.864024878,-0.057732034,0.199999988,0.100000000,0.100000000,0.100000000,5.956999779,16.000000000,2.000000000
1501395794.967690706,-0.001356697,-2.857508421,0.214089230,0.004683200,-0.000179915,1.540474534,-2.864024878,-0.057732034,0.199999988,0.100000000,0.100000000,0.100000000,5.906000137,17.000000000,2.000000000
1501395794.999196529,-0.001526679,-2.857394457,0.214016899,0.003842838,0.000823159,1.541445374,-2.862346649,-0.049624547,0.140000001,0.100000000,0.100000000,0.100000000,5.491000175,0.000000000,1.000000000
1501395795.015219212,-0.001526679,-2.857394457,0.214016899,0.003842838,0.000823159,1.541445374,-2.862346649,-0.049624547,0.140000001,0.100000000,0.100000000,0.100000000,5.446000099,1.000000000,1.000000000
1501395795.031166315,-0.001489687,-2.857431173,0.213911086,0.002499560,0.001848206,1.542561412,-2.862346649,-0.049624547,0.140000001,0.100000000,0.100000000,0.100000000,5.973000050,0.000000000,2.000000000
1501395795.047271967,-0.001489687,-2.857431173,0.213911086,0.002499560,0.001848206,1.542561412,-2.862346649,-0.049624547,0.140000001,0.100000000,0.100000000,0.100000000,6.014999866,1.000000000,2.000000000
1501395795.063017607,-0.001489687,-2.857431173,0.213911086,0.002499560,0.001848206,1.542561412,-2.862346649,-0.049624547,0.140000001,0.100000000,0.100000000,0.100000000,5.386000156,16.000000000,1.000000000
1501395795.079068899,-0.001413636,-2.857475758,0.213987112,0.003393587,0.001925237,1.541538239,-2.862908840,-0.051609017,0.189999998,0.100000000,0.100000000,0.100000000,5.439000130,17.000000000,1.000000000
1501395795.094932795,-0.001413636,-2.857475758,0.213987112,0.003393587,0.001925237,1.541538239,-2.862908840,-0.051609017,0.189999998,0.100000000,0.100000000,0.100000000,5.953000069,16.000000000,2.000000000
1501395795.111123323,-0.001413636,-2.857475758,0.213987112,0.003393587,0.001925237,1.541538239,-2.862908840,-0.051609017,0.189999998,0.100000000,0.100000000,0.100000000,5.899000168,17.000000000,2.000000000
1501395795.142969608,-0.001308556,-2.857378960,0.214055628,0.003889386,0.001256330,1.541315794,-2.863235950,-0.048440993,0.189999998,0.100000000,0.100000000,0.100000000,5.500999928,0.000000000,1.000000000
1501395795.174914360,-0.001382059,-2.857458353,0.214008331,0.002750672,0.002247821,1.541612625,-2.863976240,-0.044453476,0.189999998,0.100000000,0.100000000,0.100000000,5.967000008,0.000000000,2.000000000
1501395795.191295624,-0.001382059,-2.857458353,0.214008331,0.002750672,0.002247821,1.541612625,-2.863976240,-0.044453476,0.189999998,0.100000000,0.100000000,0.100000000,6.014999866,1.000000000,2.000000000
1501395795.207263231,-0.001140195,-2.857473373,0.214142993,0.011545214,-0.005031495,1.537091851,-2.863976240,-0.044453476,0.189999998,0.100000000,0.100000000,0.100000000,5.381000042,16.000000000,1.000000000
1501395795.223135233,-0.001140195,-2.857473373,0.214142993,0.011545214,-0.005031495,1.537091851,-2.866240501,-0.044908792,0.140000001,0.100000000,0.100000000,0.100000000,5.438000202,17.000000000,1.000000000
1501395795.239090204,-0.001140195,-2.857473373,0.214142993,0.011545214,-0.005031495,1.537091851,-2.866240501,-0.044908792,0.140000001,0.100000000,0.100000000,0.100000000,5.960000038,16.000000000,2.000000000
1501395795.255250931,-0.001140195,-2.857473373,0.214142993,0.011545214,-0.005031495,1.537091851,-2.866240501,-0.044908792,0.140000001,0.100000000,0.100000000,0.100000000,5.914000034,17.000000000,2.000000000
1501395795.287029505,-0.001097770,-2.857535124,0.214159772,0.010658176,-0.004340284,1.537686825,-2.867006302,-0.039603237,0.189999998,0.100000000,0.100000000,0.100000000,5.497000217,0.000000000,1.000000000
1501395795.303246021,-0.001145593,-2.857390165,0.214108095,0.011251966,-0.005012484,1.537251592,-2.867006302,-0.039603237,0.189999998,0.100000000,0.100000000,0.100000000,5.449999809,1.000000000,1.000000000
1501395795.318940878,-0.001145593,-2.857390165,0.214108095,0.011251966,-0.005012484,1.537251592,-2.869462252,-0.041360211,0.140000001,0.100000000,0.100000000,0.100000000,5.959000111,0.000000000,2.000000000
1501395795.335007191,-0.001191347,-2.857426882,0.214115366,0.010743952,-0.004772211,1.537568092,-2.869462252,-0.041360211,0.140000001,0.100000000,0.100000000,0.100000000,6.001999855,1.000000000,2.000000000
1501395795.351050615,-0.001191347,-2.857426882,0.214115366,0.010743952,-0.004772211,1.537568092,-2.869462252,-0.041360211,0.140000001,0.100000000,0.100000000,0.100000000,5.394000053,16.000000000,1.000000000
1501395795.367462397,-0.001191347,-2.857426882,0.214115366,0.010743952,-0.004772211,1.537568092,-2.869462252,-0.041360211,0.140000001,0.100000000,0.100000000,0.100000000,5.441999912,17.000000000,1.000000000
1501395795.383005857,-0.001060860,-2.857529879,0.214347467,0.011005830,-0.003540122,1.537223577,-2.869462252,-0.041360211,0.140000001,0.100000000,0.100000000,0.100000000,5.948999882,16.000000000,2.000000000
1501395795.399041414,-0.001060860,-2.857529879,0.214347467,0.011005830,-0.003540122,1.537223577,-2.867790461,-0.046989262,0.129999995,0.100000000,0.100000000,0.100000000,5.907999992,17.000000000,2.000000000
1501395795.431069374,-0.000941361,-2.857457399,0.214354455,0.010768689,-0.002885278,1.536681294,-2.867790461,-0.046989262,0.129999995,0.100000000,0.100000000,0.100000000,5.493999958,0.000000000,1.000000000
1501395795.447064161,-0.000941361,-2.857457399,0.214354455,0.010768689,-0.002885278,1.536681294,-2.865614176,-0.038435228,0.140000001,0.100000000,0.100000000,0.100000000,5.436999798,1.000000000,1.000000000
1501395795.463265657,-0.000941361,-2.857457399,0.214354455,0.010768689,-0.002885278,1.536681294,-2.865614176,-0.038435228,0.140000001,0.100000000,0.100000000,0.100000000,5.960000038,0.000000000,2.000000000
1501395795.479096889,-0.000680230,-2.857345581,0.214293465,0.010757806,-0.004118216,1.536948800,-2.865614176,-0.038435228,0.140000001,0.100000000,0.100000000,0.100000000,6.019000053,1.000000000,2.000000000
1501395795.495307446,-0.000680230,-2.857345581,0.214293465,0.010757806,-0.004118216,1.536948800,-2.865809441,-0.041256603,0.149999991,0.100000000,0.100000000,0.100000000,5.388000011,16.000000000,1.000000000
1501395795.511008024,-0.000592474,-2.857359171,0.214327976,0.010367754,-0.002980635,1.536474347,-2.865809441,-0.041256603,0.149999991,0.100000000,0.100000000,0.100000000,5.434999943,17.000000000,1.000000000
1501395795.526949883,-0.000540246,-2.857335806,0.214488462,0.010921958,-0.003161771,1.536640286,-2.865809441,-0.041256603,0.149999991,0.100000000,0.100000000,0.100000000,5.940999985,16.000000000,2.000000000
1501395795.543199062,-0.000540246,-2.857335806,0.214488462,0.010921958,-0.003161771,1.536640286,-2.863538742,-0.038519319,0.170000002,0.100000000,0.100000000,0.100000000,5.894000053,17.000000000,2.000000000
1501395795.575359821,-0.000604984,-2.857362747,0.214422762,0.010473522,-0.002852912,1.535586357,-2.863538742,-0.038519319,0.170000002,0.100000000,0.100000000,0.100000000,5.495999813,0.000000000,1.000000000
1501395795.591075420,-0.000902588,-2.857578278,0.214351580,0.011604418,-0.003436685,1.536360025,-2.861669779,-0.031146610,0.189999998,0.100000000,0.100000000,0.100000000,5.448999882,1.000000000,1.000000000
1501395795.606987715,-0.000814292,-2.857602596,0.214327127,0.011184088,-0.003030376,1.536017895,-2.861669779,-0.031146610,0.189999998,0.100000000,0.100000000,0.100000000,5.967000008,0.000000000,2.000000000
1501395795.622996330,-0.000814292,-2.857602596,0.214327127,0.011184088,-0.003030376,1.536017895,-2.861669779,-0.031146610,0.189999998,0.100000000,0.100000000,0.100000000,6.014999866,1.000000000,2.000000000
1501395795.638912916,-0.000814292,-2.857602596,0.214327127,0.011184088,-0.003030376,1.536017895,-2.860872746,-0.034257181,0.140000001,0.100000000,0.100000000,0.100000000,5.381999969,16.000000000,1.000000000
1501395795.655066729,-0.000576484,-2.857505798,0.214452803,0.011777461,-0.003002126,1.536505938,-2.860872746,-0.034257181,0.140000001,0.100000000,0.100000000,0.100000000,5.442999840,17.000000000,1.000000000
1501395795.671122313,-0.000576484,-2.857505798,0.214452803,0.011777461,-0.003002126,1.536505938,-2.860872746,-0.034257181,0.140000001,0.100000000,0.100000000,0.100000000,5.959000111,16.000000000,2.000000000
1501395795.687112093,-0.000253665,-2.857347012,0.214400113,0.010582412,-0.002058906,1.535751343,-2.860872746,-0.034257181,0.140000001,0.100000000,0.100000000,0.100000000,5.893000126,17.000000000,2.000000000
1501395795.719176054,-0.000253665,-2.857347012,0.214400113,0.010582412,-0.002058906,1.535751343,-2.860541821,-0.027939126,0.199999988,0.100000000,0.100000000,0.100000000,5.498000145,0.000000000,1.000000000
1501395795.735272169,-0.000147910,-2.857310295,0.214523092,0.010908352,-0.002532627,1.536272168,-2.860541821,-0.027939126,0.199999988,0.100000000,0.100000000,0.100000000,5.440999985,1.000000000,1.000000000
1501395795.751103878,-0.000147910,-2.857310295,0.214523092,0.010908352,-0.002532627,1.536272168,-2.860541821,-0.027939126,0.199999988,0.100000000,0.100000000,0.100000000,5.966000080,0.000000000,2.000000000
1501395795.767322540,-0.000586327,-2.857406139,0.214572176,0.011107644,-0.003004511,1.535815120,-2.861679554,-0.028431276,0.219999999,0.100000000,0.100000000,0.100000000,6.015999794,1.000000000,2.000000000
1501395795.783369064,-0.001010259,-2.857583284,0.214406416,0.011012541,-0.002491339,1.536276937,-2.861679554,-0.028431276,0.219999999,0.100000000,0.100000000,0.100000000,5.376999855,16.000000000,1.000000000
1501395795.799176216,-0.001010259,-2.857583284,0.214406416,0.011012541,-0.002491339,1.536276937,-2.861679554,-0.028431276,0.219999999,0.100000000,0.100000000,0.100000000,5.440999985,17.000000000,1.000000000
1501395795.815617800,-0.000825590,-2.857599258,0.214455768,0.010961950,-0.002589088,1.536295652,-2.860051632,-0.030112430,0.189999998,0.100000000,0.100000000,0.100000000,5.947999954,16.000000000,2.000000000
1501395795.831445217,-0.000786293,-2.857653856,0.214465290,0.011000398,-0.002120084,1.536112189,-2.860051632,-0.030112430,0.189999998,0.100000000,0.100000000,0.100000000,5.897999763,17.000000000,2.000000000
1501395795.863006115,-0.000871512,-2.857700109,0.214557767,0.011379289,-0.002815563,1.536240935,-2.860051632,-0.030112430,0.189999998,0.100000000,0.100000000,0.100000000,5.494999886,0.000000000,1.000000000
1501395795.879325151,-0.000608491,-2.857728958,0.214543551,0.011826719,-0.002831543,1.536712646,-2.860204220,-0.019940950,0.140000001,0.100000000,0.100000000,0.100000000,5.445000172,1.000000000,1.000000000
1501395795.895269394,-0.000608491,-2.857728958,0.214543551,0.011826719,-0.002831543,1.536712646,-2.860204220,-0.019940950,0.140000001,0.100000000,0.100000000,0.100000000,5.955999851,0.000000000,2.000000000
1501395795.911330223,-0.000397143,-2.857695818,0.214494482,0.011890345,-0.001393714,1.536625385,-2.860204220,-0.019940950,0.140000001,0.100000000,0.100000000,0.100000000,6.017000198,1.000000000,2.000000000
1501395795.927008152,0.000153487,-2.857469797,0.214711159,0.010634148,0.001700835,1.536017299,-2.863668442,-0.021774335,0.219999999,0.100000000,0.100000000,0.100000000,5.388999939,16.000000000,1.000000000
1501395795.943255186,0.000153487,-2.857469797,0.214711159,0.010634148,0.001700835,1.536017299,-2.863668442,-0.021774335,0.219999999,0.100000000,0.100000000,0.100000000,5.433000088,17.000000000,1.000000000
1501395795.959379435,0.000153487,-2.857469797,0.214711159,0.010634148,0.001700835,1.536017299,-2.863668442,-0.021774335,0.219999999,0.100000000,0.100000000,0.100000000,5.956999779,16.000000000,2.000000000
1501395795.975358963,0.000153487,-2.857469797,0.214711159,0.010634148,0.001700835,1.536017299,-2.863668442,-0.021774335,0.219999999,0.100000000,0.100000000,0.100000000,5.899000168,17.000000000,2.000000000
1501395796.007261038,0.000214736,-2.857338667,0.214607820,0.010739935,0.000879322,1.535815716,-2.863466740,-0.019389313,0.149999991,0.100000000,0.100000000,0.100000000,5.500999928,0.000000000,1.000000000
1501395796.023107767,0.000214736,-2.857338667,0.214607820,0.010739935,0.000879322,1.535815716,-2.863466740,-0.019389313,0.149999991,0.100000000,0.100000000,0.100000000,5.433000088,1.000000000,1.000000000
1501395796.039152145,0.000016617,-2.857444048,0.214735866,0.011238286,-0.000474964,1.535435915,-2.863466740,-0.019389313,0.149999991,0.100000000,0.100000000,0.100000000,5.958000183,0.000000000,2.000000000
1501395796.055248260,-0.000566084,-2.857672453,0.214652643,0.010937075,-0.002008671,1.537099004,-2.863634586,-0.013253092,0.229999989,0.100000000,0.100000000,0.100000000,6.013999939,1.000000000,2.000000000
1501395796.071498394,-0.000566084,-2.857672453,0.214652643,0.010937075,-0.002008671,1.537099004,-2.863634586,-0.013253092,0.229999989,0.100000000,0.100000000,0.100000000,5.385000229,16.000000000,1.000000000
1501395796.087182760,-0.000335670,-2.857633591,0.214738831,0.011243423,-0.001495039,1.536626339,-2.863634586,-0.013253092,0.229999989,0.100000000,0.100000000,0.100000000,5.441999912,17.000000000,1.000000000
1501395796.103094101,-0.000493617,-2.857766151,0.214710027,0.011298393,-0.000469516,1.535934448,-2.862685204,-0.015365062,0.129999995,0.100000000,0.100000000,0.100000000,5.953000069,16.000000000,2.000000000
1501395796.119352102,-0.000493617,-2.857766151,0.214710027,0.011298393,-0.000469516,1.535934448,-2.862685204,-0.015365062,0.129999995,0.100000000,0.100000000,0.100000000,5.897999763,17.000000000,2.000000000
1501395796.151097775,-0.000288474,-2.857676268,0.214799762,0.011725932,-0.000999785,1.536050677,-2.862684727,-0.011081847,0.179999992,0.100000000,0.100000000,0.100000000,5.486999989,0.000000000,1.000000000
1501395796.167323589,-0.000295079,-2.857710361,0.214877561,0.011292531,-0.000368985,1.535283566,-2.862684727,-0.011081847,0.179999992,0.100000000,0.100000000,0.100000000,5.441999912,1.000000000,1.000000000
1501395796.183054924,0.000163272,-2.857644558,0.214859754,0.009539732,0.001858949,1.534180999,-2.862684727,-0.011081847,0.179999992,0.100000000,0.100000000,0.100000000,5.966000080,0.000000000,2.000000000
1501395796.199328899,0.000163272,-2.857644558,0.214859754,0.009539732,0.001858949,1.534180999,-2.861581802,-0.014913522,0.149999991,0.100000000,0.100000000,0.100000000,6.014999866,1.000000000,2.000000000
1501395796.215105057,0.000182633,-2.857553482,0.214855105,0.010234761,0.001971781,1.534371734,-2.861581802,-0.014913522,0.149999991,0.100000000,0.100000000,0.100000000,5.372000217,16.000000000,1.000000000
1501395796.231078625,0.000430543,-2.857485533,0.214802623,0.010143696,0.002432117,1.534262061,-2.861581802,-0.014913522,0.149999991,0.100000000,0.100000000,0.100000000,5.438000202,17.000000000,1.000000000
1501395796.247238636,0.000430543,-2.857485533,0.214802623,0.010143696,0.002432117,1.534262061,-2.861581802,-0.014913522,0.149999991,0.100000000,0.100000000,0.100000000,5.965000153,16.000000000,2.000000000
1501395796.263068438,0.000456069,-2.857206345,0.214418575,0.006628709,0.006017196,1.534410477,-2.861581802,-0.014913522,0.149999991,0.100000000,0.100000000,0.100000000,5.879000187,17.000000000,2.000000000
1501395796.295132637,0.002006775,-2.856367826,0.213040009,-0.012897042,0.026523931,1.537569761,-2.859788179,-0.010846212,0.199999988,0.100000000,0.100000000,0.100000000,5.494999886,0.000000000,1.000000000
1501395796.311184883,0.003026320,-2.855886936,0.213104114,-0.015024320,0.031146722,1.536801457,-2.859788179,-0.010846212,0.199999988,0.100000000,0.100000000,0.100000000,5.456999779,1.000000000,1.000000000
1501395796.327311993,0.003831754,-2.855376720,0.212996244,-0.017699612,0.033058170,1.538819790,-2.858750343,-0.008811548,0.189999998,0.100000000,0.100000000,0.100000000,5.960000038,0.000000000,2.000000000
1501395796.343541861,0.003831754,-2.855376720,0.212996244,-0.017699612,0.033058170,1.538819790,-2.858750343,-0.008811548,0.189999998,0.100000000,0.100000000,0.100000000,6.008999825,1.000000000,2.000000000
1501395796.359273195,0.005113624,-2.854499817,0.213230610,-0.023131086,0.035840172,1.539298177,-2.858750343,-0.008811548,0.189999998,0.100000000,0.100000000,0.100000000,5.379000187,16.000000000,1.000000000
1501395796.391251564,0.007445243,-2.853335619,0.214141130,-0.026310867,0.039407205,1.537774563,-2.858128548,-0.012992634,0.219999999,0.100000000,0.100000000,0.100000000,5.947999954,16.000000000,2.000000000
1501395796.407531738,0.007445243,-2.853335619,0.214141130,-0.026310867,0.039407205,1.537774563,-2.858128548,-0.012992634,0.219999999,0.100000000,0.100000000,0.100000000,5.885000229,17.000000000,2.000000000
1501395796.439388752,0.008223206,-2.852851391,0.214841947,-0.029780805,0.037788596,1.539419770,-2.857678175,-0.009508749,0.219999999,0.100000000,0.100000000,0.100000000,5.481999874,0.000000000,1.000000000
1501395796.455155373,0.008223206,-2.852851391,0.214841947,-0.029780805,0.037788596,1.539419770,-2.857678175,-0.009508749,0.219999999,0.100000000,0.100000000,0.100000000,5.438000202,1.000000000,1.000000000
1501395796.471282959,0.008223206,-2.852851391,0.214841947,-0.029780805,0.037788596,1.539419770,-2.855400085,-0.016568437,0.149999991,0.100000000,0.100000000,0.100000000,5.953000069,0.000000000,2.000000000
1501395796.487316132,0.011645288,-2.850354195,0.218842179,-0.036743052,0.029791871,1.540557146,-2.855400085,-0.016568437,0.149999991,0.100000000,0.100000000,0.100000000,5.987999916,1.000000000,2.000000000
1501395796.503101587,0.013984972,-2.848771811,0.221745849,-0.037559610,0.023757363,1.540159702,-2.855400085,-0.016568437,0.149999991,0.100000000,0.100000000,0.100000000,5.380000114,16.000000000,1.000000000
1501395796.519518137,0.013984972,-2.848771811,0.221745849,-0.037559610,0.023757363,1.540159702,-2.855400085,-0.016568437,0.149999991,0.100000000,0.100000000,0.100000000,5.427999973,17.000000000,1.000000000
1501395796.535119057,0.013984972,-2.848771811,0.221745849,-0.037559610,0.023757363,1.540159702,-2.855400085,-0.016568437,0.149999991,0.100000000,0.100000000,0.100000000,5.921000004,16.000000000,2.000000000
1501395796.551185846,0.013984972,-2.848771811,0.221745849,-0.037559610,0.023757363,1.540159702,-2.852792263,-0.026171500,0.229999989,0.100000000,0.100000000,0.100000000,5.866000175,17.000000000,2.000000000
1501395796.583073616,0.016939614,-2.846047640,0.225973323,-0.042225871,0.018634122,1.538904071,-2.852792263,-0.026171500,0.229999989,0.100000000,0.100000000,0.100000000,5.467999935,0.000000000,1.000000000
1501395796.599261284,0.016939614,-2.846047640,0.225973323,-0.042225871,0.018634122,1.538904071,-2.846184015,-0.020831710,0.189999998,0.100000000,0.100000000,0.100000000,5.407999992,1.000000000,1.000000000
1501395796.615189552,0.021160921,-2.841336966,0.231710270,-0.052334312,0.008323280,1.542383075,-2.846184015,-0.020831710,0.189999998,0.100000000,0.100000000,0.100000000,5.913000107,0.000000000,2.000000000
1501395796.631278038,0.025328586,-2.836928368,0.236601323,-0.059500035,0.002240024,1.541251659,-2.846184015,-0.020831710,0.189999998,0.100000000,0.100000000,0.100000000,5.958000183,1.000000000,2.000000000
1501395796.647470951,0.025328586,-2.836928368,0.236601323,-0.059500035,0.002240024,1.541251659,-2.838090181,-0.032239988,0.289999992,0.100000000,0.100000000,0.100000000,5.337999821,16.000000000,1.000000000
1501395796.663547039,0.026961097,-2.834178925,0.239127159,-0.062799186,0.000152574,1.540995479,-2.838090181,-0.032239988,0.289999992,0.100000000,0.100000000,0.100000000,5.397999763,17.000000000,1.000000000
1501395796.679276943,0.029046152,-2.831148148,0.241751820,-0.066071063,-0.004296208,1.541162968,-2.838090181,-0.032239988,0.289999992,0.100000000,0.100000000,0.100000000,5.896999836,16.000000000,2.000000000
1501395796.695154428,0.029046152,-2.831148148,0.241751820,-0.066071063,-0.004296208,1.541162968,-2.828075886,-0.033516459,0.239999995,0.100000000,0.100000000,0.100000000,5.840000153,17.000000000,2.000000000
1501395796.727361917,0.032391265,-2.825415611,0.246622428,-0.069062993,-0.009061534,1.541703463,-2.828075886,-0.033516459,0.239999995,0.100000000,0.100000000,0.100000000,5.421000004,0.000000000,1.000000000
1501395796.759311199,0.032391265,-2.825415611,0.246622428,-0.069062993,-0.009061534,1.541703463,-2.817037821,-0.035687231,0.199999988,0.100000000,0.100000000,0.100000000,5.888999939,0.000000000,2.000000000
1501395796.775148392,0.032391265,-2.825415611,0.246622428,-0.069062993,-0.009061534,1.541703463,-2.817037821,-0.035687231,0.199999988,0.100000000,0.100000000,0.100000000,5.916999817,1.000000000,2.000000000
1501395796.791189194,0.038478207,-2.815484762,0.254653454,-0.065579519,-0.010279180,1.539869070,-2.803871870,-0.048019327,0.229999989,0.100000000,0.100000000,0.100000000,5.306000233,16.000000000,1.000000000
1501395796.807558537,0.041766457,-2.809576988,0.258761793,-0.062214416,-0.010748934,1.541385174,-2.803871870,-0.048019327,0.229999989,0.100000000,0.100000000,0.100000000,5.370999813,17.000000000,1.000000000
1501395796.823157549,0.041766457,-2.809576988,0.258761793,-0.062214416,-0.010748934,1.541385174,-2.803871870,-0.048019327,0.229999989,0.100000000,0.100000000,0.100000000,5.860000134,16.000000000,2.000000000
1501395796.839473248,0.044907745,-2.803259134,0.262536108,-0.057107747,-0.007626071,1.539867043,-2.803871870,-0.048019327,0.229999989,0.100000000,0.100000000,0.100000000,5.808000088,17.000000000,2.000000000
1501395796.871460676,0.044907745,-2.803259134,0.262536108,-0.057107747,-0.007626071,1.539867043,-2.791231871,-0.043538693,0.239999995,0.100000000,0.100000000,0.100000000,5.382999897,0.000000000,1.000000000
1501395796.887237549,0.048390169,-2.794369221,0.267437488,-0.052368194,-0.006327731,1.541625142,-2.791231871,-0.043538693,0.239999995,0.100000000,0.100000000,0.100000000,5.291999817,1.000000000,1.000000000
1501395796.903123856,0.052704085,-2.784543514,0.272172153,-0.048118949,-0.002597576,1.540865421,-2.791231871,-0.043538693,0.239999995,0.100000000,0.100000000,0.100000000,5.849999905,0.000000000,2.000000000
1501395796.919069290,0.052704085,-2.784543514,0.272172153,-0.048118949,-0.002597576,1.540865421,-2.772341251,-0.055179954,0.219999999,0.100000000,0.100000000,0.100000000,5.890999794,1.000000000,2.000000000
1501395796.935319662,0.053723175,-2.782107592,0.273368746,-0.046404768,-0.000104228,1.538349152,-2.772341251,-0.055179954,0.219999999,0.100000000,0.100000000,0.100000000,5.261000156,16.000000000,1.000000000
1501395796.951417208,0.053723175,-2.782107592,0.273368746,-0.046404768,-0.000104228,1.538349152,-2.772341251,-0.055179954,0.219999999,0.100000000,0.100000000,0.100000000,5.324999809,17.000000000,1.000000000
1501395796.967131376,0.055432577,-2.777115583,0.275936872,-0.043208364,-0.001399395,1.541429877,-2.757802725,-0.059214599,0.229999989,0.100000000,0.100000000,0.100000000,5.836999893,16.000000000,2.000000000
1501395796.983076334,0.057984810,-2.769327164,0.280532300,-0.030771378,-0.008798372,1.542474627,-2.757802725,-0.059214599,0.229999989,0.100000000,0.100000000,0.100000000,5.761000156,17.000000000,2.000000000
1501395797.015233040,0.057984810,-2.769327164,0.280532300,-0.030771378,-0.008798372,1.542474627,-2.742634296,-0.055604413,0.239999995,0.100000000,0.100000000,0.100000000,5.342999935,0.000000000,1.000000000
1501395797.031548738,0.061533652,-2.758714914,0.285813361,-0.021648323,-0.005934796,1.539450288,-2.742634296,-0.055604413,0.239999995,0.100000000,0.100000000,0.100000000,5.289999962,1.000000000,1.000000000
1501395797.047429800,0.061533652,-2.758714914,0.285813361,-0.021648323,-0.005934796,1.539450288,-2.742634296,-0.055604413,0.239999995,0.100000000,0.100000000,0.100000000,5.803999901,0.000000000,2.000000000
1501395797.063556910,0.065685354,-2.747617483,0.291146219,-0.012750568,-0.004596367,1.540407658,-2.742634296,-0.055604413,0.239999995,0.100000000,0.100000000,0.100000000,5.837999821,1.000000000,2.000000000
1501395797.079391003,0.069030687,-2.741877794,0.294628620,-0.007102558,-0.004505677,1.538813829,-2.725538492,-0.063016012,0.280000001,0.100000000,0.100000000,0.100000000,5.215000153,16.000000000,1.000000000
1501395797.095186472,0.069030687,-2.741877794,0.294628620,-0.007102558,-0.004505677,1.538813829,-2.725538492,-0.063016012,0.280000001,0.100000000,0.100000000,0.100000000,5.282000065,17.000000000,1.000000000
1501395797.111242294,0.072429880,-2.730772734,0.300239831,-0.000143943,-0.002836250,1.540086031,-2.725538492,-0.063016012,0.280000001,0.100000000,0.100000000,0.100000000,5.790999889,16.000000000,2.000000000
1501395797.130148649,0.073763199,-2.727838993,0.301541060,0.002560064,-0.001878808,1.539275885,-2.725538492,-0.063016012,0.280000001,0.100000000,0.100000000,0.100000000,5.721000195,17.000000000,2.000000000
1501395797.159342766,0.076169811,-2.722153187,0.304640859,0.007056098,-0.000448451,1.538253427,-2.710523605,-0.070002101,0.289999992,0.100000000,0.100000000,0.100000000,5.293000221,0.000000000,1.000000000
