0,0.0019818,0.083463,0.20391,-0.0019534,-0.00012412,1.5966,4.002,3,0.0507,2.969,1.514,0.029403,0.0025033,-0.95615,0.29137
0.025019,0.0019632,0.083481,0.2039,-0.0019525,-2.7591e-05,1.5966,3.957,4,0.0507,2.969,1.514,0.029402,0.0025061,-0.95613,0.29146
0.05001,0.0019759,0.083443,0.20392,-0.001843,-6.5431e-05,1.5965,3.465,1,0.0507,2.969,1.514,0.029342,0.0025393,-0.95611,0.29151
0.074825,0.0019644,0.083482,0.20391,-0.0019995,-2.2815e-05,1.5967,3.493,2,0.0507,2.969,1.514,0.029388,0.0025561,-0.95608,0.2916
0.099996,0.0019517,0.083502,0.20392,-0.0019306,-2.6358e-05,1.5966,3.997,3,0.0507,2.969,1.514,0.029374,0.002602,-0.95608,0.2916
0.12495,0.0019751,0.083448,0.2039,-0.0018765,-4.2732e-05,1.5966,3.955,4,0.0507,2.969,1.514,0.029374,0.002602,-0.95608,0.2916
0.14996,0.0019776,0.08347,0.20391,-0.0018672,-4.1937e-05,1.5966,3.501,1,0.0507,2.969,1.514,0.029374,0.0026034,-0.95607,0.29165
0.175,0.0019664,0.083466,0.20392,-0.0019569,-7.3252e-05,1.5966,3.461,2,0.0507,2.969,1.514,0.029342,0.0025436,-0.95607,0.29165
0.19999,0.0019543,0.083473,0.2039,-0.0019487,-3.6732e-05,1.5966,4.002,3,0.0507,2.969,1.514,0.029296,0.0025282,-0.95609,0.2916
0.22493,0.0019543,0.083473,0.2039,-0.0019487,-3.6732e-05,1.5966,3.994,4,0.0507,2.969,1.514,0.029342,0.0025436,-0.95607,0.29165
0.24995,0.0019716,0.083475,0.2039,-0.0019266,-4.8948e-05,1.5966,3.468,1,0.0507,2.969,1.514,0.029388,0.0025561,-0.95608,0.2916
0.27481,0.0019591,0.083494,0.2039,-0.0019476,-2.1304e-05,1.5966,3.501,2,0.0507,2.969,1.514,0.029388,0.002559,-0.95606,0.29169
0.30005,0.0019722,0.083455,0.2039,-0.001927,-3.8661e-05,1.5966,3.958,3,0.0507,2.969,1.514,0.029342,0.0025478,-0.95603,0.29179
