t, viconX, viconY, viconZ, viconXd, viconYd, viconZd, viconRo, viconPi, viconYa, px4X, px4Y, px4Z, px4Xd, px4Yd, px4Zd, flowX, flowY, flowZ, flowPsr, uwbD, uwbAntId, uwbRspdrId, uwbRqstrId
1501485746.201344013,-1.786177039,-0.770832181,0.998766959,0.125400856,-0.556607425,-0.100864924,-0.009981440,-0.026519025,1.457472444,-0.672697783,1.754794836,0.889999986,-0.390908211,-0.069498390,-0.069600195,0.158217392,0.594785574,0.000000000,64.270874023,1.863999963,0.000000000,1.000000000,2.000000000
1501485746.201377392,-1.786177039,-0.770832181,0.998766959,0.125400856,-0.556607425,-0.100864924,-0.009981440,-0.026519025,1.457472444,-0.672697783,1.754794836,0.889999986,-0.390908211,-0.069498390,-0.069600195,0.158217392,0.594785574,0.000000000,64.270874023,2.518300056,0.000000000,0.000000000,3.000000000
1501485746.223237753,-1.784338474,-0.779214084,0.998122573,0.126320973,-0.554450333,-0.095510677,-0.011583631,-0.027353128,1.457386374,-0.697623372,1.746169806,0.919999957,-0.376577228,-0.067163616,-0.075499505,0.158217392,0.594785574,0.000000000,64.270874023,2.220599890,1.000000000,0.000000000,2.000000000
1501485746.224318504,-1.784338474,-0.779214084,0.998122573,0.126320973,-0.554450333,-0.095510677,-0.011583631,-0.027353128,1.457386374,-0.697623372,1.746169806,0.919999957,-0.376577228,-0.067163616,-0.075499505,0.158217392,0.594785574,0.000000000,64.270874023,2.125999928,1.000000000,1.000000000,3.000000000
1501485746.247944832,-1.782599449,-0.787774265,0.997891545,0.126578718,-0.550730765,-0.089546509,-0.012900948,-0.028255150,1.456584692,-0.697623372,1.746169806,0.919999957,-0.376577228,-0.067163616,-0.075499505,0.159511174,0.592296527,0.000000000,63.247791290,1.353600025,1.000000000,1.000000000,2.000000000
1501485746.248733044,-1.782599449,-0.787774265,0.997891545,0.126578718,-0.550730765,-0.089546509,-0.012900948,-0.028255150,1.456584692,-0.697623372,1.746169806,0.919999957,-0.376577228,-0.067163616,-0.075499505,0.159511174,0.592296527,0.000000000,63.247791290,2.920000076,1.000000000,0.000000000,3.000000000
1501485746.289297581,-1.777185440,-0.812150538,0.997017682,0.128472775,-0.551001728,-0.077371217,-0.017336100,-0.030696079,1.455704689,-0.721070409,1.746538639,0.899999976,-0.365575194,-0.053299367,-0.072805017,0.160512058,0.583867411,0.000000000,66.225585938,2.795000076,0.000000000,0.000000000,2.000000000
1501485746.289338350,-1.777185440,-0.812150538,0.997017682,0.128472775,-0.551001728,-0.077371217,-0.017336100,-0.030696079,1.455704689,-0.721070409,1.746538639,0.899999976,-0.365575194,-0.053299367,-0.072805017,0.160512058,0.583867411,0.000000000,66.225585938,1.715299964,0.000000000,1.000000000,3.000000000
1501485746.314789534,-1.773187399,-0.831587493,0.997043371,0.129895315,-0.552497625,-0.064066879,-0.020999519,-0.033194363,1.454222322,-0.740558088,1.738464355,0.909999967,-0.348343223,-0.051779728,-0.055976562,0.155746035,0.570572163,0.000000000,67.208419800,1.866999984,0.000000000,1.000000000,2.000000000
1501485746.315082788,-1.773187399,-0.831587493,0.997043371,0.129895315,-0.552497625,-0.064066879,-0.020999519,-0.033194363,1.454222322,-0.740558088,1.738464355,0.909999967,-0.348343223,-0.051779728,-0.055976562,0.155746035,0.570572163,0.000000000,67.208419800,2.527299881,0.000000000,0.000000000,3.000000000
1501485746.339719534,-1.773187399,-0.831587493,0.997043371,0.129895315,-0.552497625,-0.064066879,-0.020999519,-0.033194363,1.454222322,-0.740558088,1.738464355,0.909999967,-0.348343223,-0.051779728,-0.055976562,0.151495619,0.558762294,0.000000000,64.579879761,2.226599932,1.000000000,0.000000000,2.000000000
1501485746.339864016,-1.773187399,-0.831587493,0.997043371,0.129895315,-0.552497625,-0.064066879,-0.020999519,-0.033194363,1.454222322,-0.740558088,1.738464355,0.909999967,-0.348343223,-0.051779728,-0.055976562,0.151495619,0.558762294,0.000000000,64.579879761,2.140000105,1.000000000,1.000000000,3.000000000
1501485746.364205599,-1.770339966,-0.846684098,0.997834563,0.127472565,-0.542534769,-0.049242094,-0.021917526,-0.034290571,1.454405665,-0.758125663,1.741269827,0.969999969,-0.331559509,-0.035552800,-0.037742730,0.147643350,0.542383460,0.000000000,67.225242615,1.405599952,1.000000000,1.000000000,2.000000000
1501485746.365467310,-1.770339966,-0.846684098,0.997834563,0.127472565,-0.542534769,-0.049242094,-0.021917526,-0.034290571,1.454405665,-0.758125663,1.741269827,0.969999969,-0.331559509,-0.035552800,-0.037742730,0.147643350,0.542383460,0.000000000,67.225242615,2.941999912,1.000000000,0.000000000,3.000000000
1501485746.405312777,-1.770339966,-0.846684098,0.997834563,0.127472565,-0.542534769,-0.049242094,-0.021917526,-0.034290571,1.454405665,-0.758125663,1.741269827,0.969999969,-0.331559509,-0.035552800,-0.037742730,0.144092557,0.527349703,0.000000000,70.779182434,1.723299980,0.000000000,1.000000000,3.000000000
1501485746.405439377,-1.770339966,-0.846684098,0.997834563,0.127472565,-0.542534769,-0.049242094,-0.021917526,-0.034290571,1.454405665,-0.758125663,1.741269827,0.969999969,-0.331559509,-0.035552800,-0.037742730,0.144092557,0.527349703,0.000000000,70.779182434,2.773999929,0.000000000,0.000000000,2.000000000
