t, viconX, viconY, viconZ, viconRo, viconPi, viconYa, uwbD, uwbAnt, uwbRspdX, uwbRspdY, uwbRspdZ, imuQx, imuQy, imuQz, imuQw, g2oX, g2oY, g2oZ, lidarZ
1501328735.581722736,0.006576998,-2.396310568,0.210487410,0.001415086,-0.008050683,1.531460047,4.972000122,0.000000000,1.000000000
1501328735.630861044,0.006630697,-2.396312237,0.210503161,0.001523076,-0.008146655,1.531262755,5.363999844,0.000000000,2.000000000
1501328735.655443668,0.006601491,-2.396327257,0.210471645,0.001480157,-0.007981346,1.531313658,5.449999809,1.000000000,2.000000000
1501328735.704452038,0.006614097,-2.396327972,0.210486129,0.001400485,-0.007960735,1.531389952,5.017000198,17.000000000,1.000000000
1501328735.729090691,0.006541009,-2.396302700,0.210461557,0.001344218,-0.007776021,1.531568170,5.449999809,16.000000000,2.000000000
1501328735.753563643,0.006610167,-2.396315813,0.210468262,0.001471767,-0.008047761,1.531278729,5.342000008,17.000000000,2.000000000
1501328735.794200659,0.006610167,-2.396315813,0.210468262,0.001471767,-0.008047761,1.531278729,4.979000092,0.000000000,1.000000000
1501328735.818511963,0.006568971,-2.396306753,0.210485488,0.001505129,-0.007899055,1.531234860,4.914000034,1.000000000,1.000000000
1501328735.843070745,0.006568971,-2.396306753,0.210485488,0.001505129,-0.007899055,1.531234860,5.363999844,0.000000000,2.000000000
1501328735.867625475,0.006581573,-2.396294832,0.210483685,0.001419143,-0.007966514,1.531326294,5.447999954,1.000000000,2.000000000
1501328735.892198801,0.006581573,-2.396294832,0.210483685,0.001419143,-0.007966514,1.531326294,4.875999928,16.000000000,1.000000000
1501328735.916666985,0.006624305,-2.396293402,0.210481957,0.001511998,-0.008034598,1.531284213,5.012000084,17.000000000,1.000000000
1501328735.941333532,0.006589230,-2.396320820,0.210502997,0.001381561,-0.008023920,1.531503677,5.454999924,16.000000000,2.000000000
1501328735.966047525,0.006609194,-2.396324158,0.210490644,0.001505508,-0.008087641,1.531374812,5.346000195,17.000000000,2.000000000
1501328736.006044149,0.006596966,-2.396320105,0.210501909,0.001529046,-0.007937297,1.531355023,5.011000156,0.000000000,1.000000000
1501328736.055311680,0.006541536,-2.396328926,0.210465267,0.001403740,-0.008032186,1.531441450,5.366000175,0.000000000,2.000000000
1501328736.079835176,0.006571688,-2.396277428,0.210491866,0.001361667,-0.007906716,1.531506896,5.454999924,1.000000000,2.000000000
1501328736.104537964,0.006571688,-2.396277428,0.210491866,0.001361667,-0.007906716,1.531506896,4.901000023,16.000000000,1.000000000
1501328736.129148245,0.006620718,-2.396333694,0.210484535,0.001450126,-0.008062811,1.531394720,4.980000019,17.000000000,1.000000000
1501328736.153743029,0.006620718,-2.396333694,0.210484535,0.001450126,-0.008062811,1.531394720,5.453999996,16.000000000,2.000000000
1501328736.178359032,0.006573351,-2.396331787,0.210462317,0.001373757,-0.007917686,1.531422138,5.308000088,17.000000000,2.000000000
1501328736.218642712,0.006599868,-2.396336317,0.210509613,0.001578595,-0.007984962,1.531327605,5.011000156,0.000000000,1.000000000
1501328736.243272781,0.006602965,-2.396329880,0.210495457,0.001436236,-0.007931224,1.531479716,4.914000034,1.000000000,1.000000000
1501328736.267952442,0.006596033,-2.396320105,0.210460499,0.001301623,-0.007805770,1.531546474,5.368000031,0.000000000,2.000000000
1501328736.292658329,0.006596159,-2.396327972,0.210478932,0.001335008,-0.007969150,1.531534910,5.447999954,1.000000000,2.000000000
1501328736.317122221,0.006575645,-2.396287680,0.210453272,0.001255180,-0.007834867,1.531515121,4.870999813,16.000000000,1.000000000
1501328736.342115402,0.006575645,-2.396287680,0.210453272,0.001255180,-0.007834867,1.531515121,5.021999836,17.000000000,1.000000000
1501328736.366386414,0.006635590,-2.396321535,0.210506871,0.001476303,-0.008132238,1.531370401,5.447000027,16.000000000,2.000000000
1501328736.391131163,0.006616062,-2.396325350,0.210498258,0.001473299,-0.008020044,1.531541348,5.348000050,17.000000000,2.000000000
1501328736.431366682,0.006625904,-2.396328211,0.210499853,0.001614982,-0.008036820,1.531205773,5.006999969,0.000000000,1.000000000
1501328736.456256628,0.006600448,-2.396256685,0.210460156,0.001237950,-0.007694179,1.531494141,4.916999817,1.000000000,1.000000000
1501328736.480696201,0.006600448,-2.396256685,0.210460156,0.001237950,-0.007694179,1.531494141,5.360000134,0.000000000,2.000000000
1501328736.505151510,0.006633483,-2.396304607,0.210497454,0.001468256,-0.008017372,1.531355500,5.452000141,1.000000000,2.000000000
1501328736.554458380,0.006616938,-2.396315098,0.210483551,0.001385673,-0.007957746,1.531339407,5.013999939,17.000000000,1.000000000
1501328736.579122305,0.006616938,-2.396315098,0.210483551,0.001385673,-0.007957746,1.531339407,5.447000027,16.000000000,2.000000000
1501328736.603719234,0.006590866,-2.396340132,0.210492611,0.001418533,-0.008064144,1.531421542,5.309999943,17.000000000,2.000000000
1501328736.644404173,0.006614096,-2.396303415,0.210519075,0.001446254,-0.008033989,1.531323791,5.017000198,0.000000000,1.000000000
1501328736.668728113,0.006575954,-2.396349669,0.210481197,0.001429320,-0.008027257,1.531420231,4.918000221,1.000000000,1.000000000
1501328736.693234205,0.006571192,-2.396312475,0.210455015,0.001312756,-0.007903465,1.531485677,5.363999844,0.000000000,2.000000000
1501328736.717914581,0.006608795,-2.396321058,0.210475400,0.001462370,-0.007980051,1.531224608,5.446000099,1.000000000,2.000000000
1501328736.742424965,0.006627334,-2.396296978,0.210492387,0.001457078,-0.007960614,1.531284571,4.862999916,16.000000000,1.000000000
1501328736.767221689,0.006622786,-2.396319151,0.210483342,0.001390439,-0.007961704,1.531389594,5.018000126,17.000000000,1.000000000
1501328736.791769266,0.006622786,-2.396319151,0.210483342,0.001390439,-0.007961704,1.531389594,5.447999954,16.000000000,2.000000000
1501328736.816243172,0.006595995,-2.396332264,0.210503131,0.001522728,-0.008145277,1.531344891,5.341000080,17.000000000,2.000000000
1501328736.856760263,0.006573925,-2.396296263,0.210484460,0.001489163,-0.007897765,1.531345487,4.974999905,0.000000000,1.000000000
1501328736.881287575,0.006595681,-2.396311760,0.210465595,0.001373221,-0.007947442,1.531527400,4.912000179,1.000000000,1.000000000
1501328736.905919075,0.006604945,-2.396316051,0.210487902,0.001534635,-0.007929781,1.531252265,5.367000103,0.000000000,2.000000000
1501328736.930509806,0.006559736,-2.396317959,0.210471839,0.001483957,-0.007979739,1.531427741,5.449999809,1.000000000,2.000000000
1501328736.955223799,0.006572944,-2.396339178,0.210493878,0.001511672,-0.008099725,1.531472564,4.899000168,16.000000000,1.000000000
1501328737.004335880,0.006615796,-2.396309137,0.210503817,0.001525096,-0.008088407,1.531291962,5.414999962,16.000000000,2.000000000
1501328737.028955698,0.006640082,-2.396368265,0.210486904,0.001441535,-0.008079548,1.531360149,5.342000008,17.000000000,2.000000000
1501328737.069472075,0.006640082,-2.396368265,0.210486904,0.001441535,-0.008079548,1.531360149,5.015999794,0.000000000,1.000000000
1501328737.094273090,0.006602906,-2.396320581,0.210481212,0.001554071,-0.008019914,1.531239986,4.914999962,1.000000000,1.000000000
1501328737.118830442,0.006646457,-2.396306753,0.210511327,0.001456362,-0.008008628,1.531243086,5.362999916,0.000000000,2.000000000
1501328737.143573999,0.006646457,-2.396306753,0.210511327,0.001456362,-0.008008628,1.531243086,5.448999882,1.000000000,2.000000000
1501328737.192788363,0.006560692,-2.396349669,0.210478991,0.001407711,-0.008023632,1.531509995,5.013999939,17.000000000,1.000000000
1501328737.217384577,0.006603665,-2.396303177,0.210482985,0.001384216,-0.007976456,1.531418562,5.449999809,16.000000000,2.000000000
1501328737.242294788,0.006603665,-2.396303177,0.210482985,0.001384216,-0.007976456,1.531418562,5.340000153,17.000000000,2.000000000
1501328737.282610655,0.006552816,-2.396305799,0.210485518,0.001408076,-0.007888199,1.531404853,4.973000050,0.000000000,1.000000000
1501328737.307572603,0.006552816,-2.396305799,0.210485518,0.001408076,-0.007888199,1.531404853,4.882999897,1.000000000,1.000000000
1501328737.331982851,0.006605046,-2.396305799,0.210503921,0.001473654,-0.007925182,1.531190515,5.366000175,0.000000000,2.000000000
1501328737.356585503,0.006612138,-2.396301031,0.210500628,0.001378599,-0.008003648,1.531427860,5.446000099,1.000000000,2.000000000
1501328737.405810118,0.006601216,-2.396296740,0.210487902,0.001435203,-0.007934608,1.531359553,5.013000011,17.000000000,1.000000000
1501328737.430441380,0.006595435,-2.396287680,0.210496828,0.001363039,-0.007845637,1.531473279,5.451000214,16.000000000,2.000000000
1501328737.455214024,0.006595435,-2.396287680,0.210496828,0.001363039,-0.007845637,1.531473279,5.342999935,17.000000000,2.000000000
1501328737.495598793,0.006549645,-2.396332979,0.210491136,0.001449752,-0.007816023,1.531344175,4.973999977,0.000000000,1.000000000
