t, viconX, viconY, viconZ, viconXd, viconYd, viconZd, viconRo, viconPi, viconYa, px4X, px4Y, px4Z, px4Xd, px4Yd, px4Zd, flowX, flowY, flowZ, flowPsr, uwbD, uwbAntId, uwbRqstrId
1501405350.725445747,2.009497643,0.109329008,0.177168891,0.000009791,-0.000014693,0.000055459,0.005346578,-0.004203311,1.504524350,0.004207024,0.002064904,0.170000002,0.002044914,0.000890799,-0.034869641,0.000000000,0.000000000,0.000000000,77.258811951,4.223000050,16.000000000,2.000000000
1501405350.739265680,2.009513378,0.109347396,0.177193776,0.000024393,-0.000008351,0.000058411,0.005486789,-0.004291609,1.504363894,0.004207024,0.002064904,0.170000002,0.002044914,0.000890799,-0.034869641,0.000000000,0.000000000,0.000000000,77.258811951,3.793999910,17.000000000,2.000000000
1501405350.787586212,2.009513378,0.109347396,0.177193776,0.000024393,-0.000008351,0.000058411,0.005486789,-0.004291609,1.504363894,0.004225934,0.002055850,0.179999992,0.001770642,0.000760179,-0.033917796,0.000000000,0.000000000,0.000000000,77.264251709,3.279000044,1.000000000,1.000000000
1501405350.803488970,2.009513378,0.109347396,0.177193776,0.000024393,-0.000008351,0.000058411,0.005486789,-0.004291609,1.504363894,-0.634776592,0.051375341,0.099999994,-0.001533077,-0.000716478,-0.000818527,0.000000000,0.000000000,0.000000000,77.264251709,3.660000086,0.000000000,2.000000000
1501405350.819342136,2.009513378,0.109347396,0.177193776,0.000024393,-0.000008351,0.000058411,0.005486789,-0.004291609,1.504363894,-0.634776592,0.051375341,0.099999994,-0.001533077,-0.000716478,-0.000818527,0.000000000,0.000000000,0.000000000,77.264251709,3.417000055,1.000000000,2.000000000
1501405350.835120678,2.009479284,0.109342389,0.177129358,0.000016541,-0.000042222,0.000012254,0.005246117,-0.004035294,1.504582047,-0.634776592,0.051375341,0.099999994,-0.001533077,-0.000716478,-0.000818527,0.000000000,0.000000000,0.000000000,77.459983826,3.532000065,16.000000000,1.000000000
1501405350.851488829,2.009479284,0.109342389,0.177129358,0.000016541,-0.000042222,0.000012254,0.005246117,-0.004035294,1.504582047,-0.580824792,-3.953208447,0.199999988,0.004993188,-0.003500948,0.036668979,0.000000000,0.000000000,0.000000000,77.459983826,3.888000011,17.000000000,1.000000000
1501405350.867277145,2.009479284,0.109342389,0.177129358,0.000016541,-0.000042222,0.000012254,0.005246117,-0.004035294,1.504582047,-0.580824792,-3.953208447,0.199999988,0.004993188,-0.003500948,0.036668979,0.000000000,0.000000000,0.000000000,77.351348877,4.223999977,16.000000000,2.000000000
1501405350.883344889,2.009479284,0.109342389,0.177129358,0.000016541,-0.000042222,0.000012254,0.005246117,-0.004035294,1.504582047,-0.580824792,-3.953208447,0.199999988,0.004993188,-0.003500948,0.036668979,0.000000000,0.000000000,0.000000000,77.351348877,3.836999893,17.000000000,2.000000000
1501405350.915328264,2.009479284,0.109342389,0.177129358,0.000016541,-0.000042222,0.000012254,0.005246117,-0.004035294,1.504582047,-0.397506297,-1.342212915,0.189999998,0.013959270,-0.003418368,0.054054793,0.000000000,0.000000000,0.000000000,77.227416992,2.937000036,0.000000000,1.000000000
