t, viconX, viconY, viconZ, viconRo, viconPi, viconYa, uwbD, uwbAnt, uwbRspdX, uwbRspdY, uwbRspdZ, imuQx, imuQy, imuQz, imuQw, g2oX, g2oY, g2oZ, lidarZ
1499671976.288030148,-1.015574098,-1.873780608,0.222796664,-0.005104180,-0.002979445,1.589670300,2.894999981,4.000000000,0.000000000,0.000000000,1.514000000,-0.001465567,0.002566029,0.009440608,0.999951029,-1.873785446,0.928488134,0.176274274,0.190000004
1499671976.303984880,-1.015578032,-1.873781800,0.222790450,-0.005220352,-0.002938003,1.589639902,2.473000050,1.000000000,0.000000000,0.000000000,1.514000000,-0.001444339,0.002623895,0.009425425,0.999951096,-1.872289178,0.928214562,0.177105954,0.190000004
1499671976.320040941,-1.015576005,-1.873776078,0.222803012,-0.005201405,-0.002869068,1.589668632,2.254600048,2.000000000,0.000000000,0.000000000,1.514000000,-0.001409924,0.002614118,0.009439736,0.999951072,-1.873866878,0.929251613,0.176137562,0.190000004
1499671976.335892916,-1.015576005,-1.873776078,0.222803012,-0.005201405,-0.002869068,1.589668632,2.690299988,3.000000000,0.000000000,0.000000000,1.514000000,-0.001409924,0.002614118,0.009439736,0.999951072,-1.874466474,0.929800350,0.175751421,0.190000004
1499671976.352198839,-1.015576482,-1.873802662,0.222783059,-0.005207471,-0.002934791,1.589689016,2.907000065,4.000000000,0.000000000,0.000000000,1.514000000,-0.001442729,0.002617475,0.009449983,0.999950885,-1.872947245,0.929332003,0.176956663,0.190000004
1499671976.367794514,-1.015563488,-1.873795509,0.222742438,-0.005247209,-0.002858086,1.589651346,2.450999975,1.000000000,0.000000000,0.000000000,1.514000000,-0.001404241,0.002636954,0.009431114,0.999951055,-1.871479446,0.928934998,0.177835919,0.190000004
1499671976.383950710,-1.015563488,-1.873795509,0.222742438,-0.005247209,-0.002858086,1.589651346,2.221600056,2.000000000,0.000000000,0.000000000,1.514000000,-0.001404241,0.002636954,0.009431114,0.999951055,-1.870595345,0.928753231,0.178337219,0.190000004
1499671976.400172234,-1.015578270,-1.873795152,0.222797751,-0.005280866,-0.002899473,1.589612365,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001424826,0.002653949,0.009411678,0.999951205,-1.868568765,0.927368471,0.179907885,0.190000004
1499671976.417286158,-1.015578270,-1.873795152,0.222797751,-0.005280866,-0.002899473,1.589612365,2.891999960,4.000000000,0.000000000,0.000000000,1.514000000,-0.001424826,0.002653949,0.009411678,0.999951205,-1.867247792,0.926510624,0.180908606,0.190000004
1499671976.431898355,-1.015586495,-1.873783946,0.222758055,-0.005266511,-0.002820241,1.589633346,2.480999947,1.000000000,0.000000000,0.000000000,1.514000000,-0.001385252,0.002646414,0.009422059,0.999951139,-1.864999607,0.925748040,0.182293264,0.190000004
1499671976.447854280,-1.015589237,-1.873786330,0.222803265,-0.005106446,-0.002929404,1.589705944,2.213599920,2.000000000,0.000000000,0.000000000,1.514000000,-0.001440492,0.002566952,0.009458374,0.999950879,-1.867323876,0.927069194,0.180910101,0.190000004
1499671976.463959217,-1.015589237,-1.873786330,0.222803265,-0.005106446,-0.002929404,1.589705944,2.691299915,3.000000000,0.000000000,0.000000000,1.514000000,-0.001440492,0.002566952,0.009458374,0.999950879,-1.868367235,0.927703616,0.180302766,0.169999993
1499671976.479948044,-1.015589237,-1.873786330,0.222803265,-0.005106446,-0.002929404,1.589705944,2.881999969,4.000000000,0.000000000,0.000000000,1.514000000,-0.001440492,0.002566952,0.009458374,0.999950879,-1.859009716,0.924873306,0.188175061,0.169999993
1499671976.496065855,-1.015571475,-1.873784781,0.222768977,-0.005296928,-0.002960626,1.589682579,2.453000069,1.000000000,0.000000000,0.000000000,1.514000000,-0.001455232,0.002662319,0.009446878,0.999950765,-1.861628374,0.926745997,0.187007346,0.169999993
1499671976.512045145,-1.015571475,-1.873784781,0.222768977,-0.005296928,-0.002960626,1.589682579,2.253599882,2.000000000,0.000000000,0.000000000,1.514000000,-0.001455232,0.002662319,0.009446878,0.999950765,-1.863069320,0.927620302,0.186230446,0.179999983
1499671976.527871609,-1.015570521,-1.873803377,0.222789571,-0.005100383,-0.002881287,1.589648366,2.693300009,3.000000000,0.000000000,0.000000000,1.514000000,-0.001416536,0.002563652,0.009429523,0.999951234,-1.862995902,0.927544205,0.186373760,0.179999983
1499671976.543992996,-1.015595555,-1.873817801,0.222802505,-0.005225472,-0.002985075,1.589645386,2.905999899,4.000000000,0.000000000,0.000000000,1.514000000,-0.001467842,0.002626680,0.009428271,0.999951036,-1.866416185,0.928915751,0.181079218,0.179999983
1499671976.559828520,-1.015595555,-1.873817801,0.222802505,-0.005225472,-0.002985075,1.589645386,2.480999947,1.000000000,0.000000000,0.000000000,1.514000000,-0.001467842,0.002626680,0.009428271,0.999951036,-1.868501448,0.929815868,0.179985424,0.209999985
1499671976.576015472,-1.015595555,-1.873817801,0.222802505,-0.005225472,-0.002985075,1.589645386,2.253599882,2.000000000,0.000000000,0.000000000,1.514000000,-0.001467842,0.002626680,0.009428271,0.999951036,-1.879041561,0.935738816,0.174172449,0.209999985
1499671976.592177153,-1.015595555,-1.873817801,0.222802505,-0.005225472,-0.002985075,1.589645386,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001467842,0.002626680,0.009428271,0.999951036,-1.879963474,0.936370899,0.173505751,0.209999985
1499671976.607867479,-1.015580297,-1.873819947,0.222744316,-0.005218552,-0.002834401,1.589613795,2.898000002,4.000000000,0.000000000,0.000000000,1.514000000,-0.001392583,0.002622489,0.009412224,0.999951241,-1.876598940,0.935686081,0.176536688,0.209999985
1499671976.624001503,-1.015579700,-1.873798013,0.222725406,-0.005320659,-0.002791336,1.589625716,2.456000090,1.000000000,0.000000000,0.000000000,1.514000000,-0.001370555,0.002673346,0.009418265,0.999951224,-1.874974893,0.935263795,0.177560718,0.209999985
1499671976.640142679,-1.015579700,-1.873798013,0.222725406,-0.005320659,-0.002791336,1.589625716,2.251600027,2.000000000,0.000000000,0.000000000,1.514000000,-0.001370555,0.002673346,0.009418265,0.999951224,-1.873719471,0.934981848,0.178312400,0.199999994
1499671976.656427145,-1.015572786,-1.873801708,0.222792313,-0.005226018,-0.002987290,1.589627624,2.692300081,3.000000000,0.000000000,0.000000000,1.514000000,-0.001468970,0.002626951,0.009419424,0.999951120,-1.869232988,0.932132216,0.181726275,0.199999994
1499671976.672013044,-1.015562177,-1.873772502,0.222791582,-0.005152358,-0.002919426,1.589688778,2.901999950,4.000000000,0.000000000,0.000000000,1.514000000,-0.001435308,0.002589847,0.009449839,0.999950945,-1.869128636,0.932047240,0.181800485,0.199999994
1499671976.687794447,-1.015562177,-1.873772502,0.222791582,-0.005152358,-0.002919426,1.589688778,2.490000010,1.000000000,0.000000000,0.000000000,1.514000000,-0.001435308,0.002589847,0.009449839,0.999950945,-1.868931799,0.931917043,0.181942376,0.190000004
1499671976.703951359,-1.015562177,-1.873772502,0.222791582,-0.005152358,-0.002919426,1.589688778,2.216599941,2.000000000,0.000000000,0.000000000,1.514000000,-0.001435308,0.002589847,0.009449839,0.999950945,-1.881101121,0.938496607,0.175436071,0.190000004
1499671976.720238686,-1.015592456,-1.873802423,0.222770110,-0.005301924,-0.002917928,1.589633226,2.692300081,3.000000000,0.000000000,0.000000000,1.514000000,-0.001433926,0.002664580,0.009422128,0.999951019,-1.872752744,0.938692006,0.186182244,0.190000004
1499671976.735770941,-1.015592456,-1.873802423,0.222770110,-0.005301924,-0.002917928,1.589633226,2.898000002,4.000000000,0.000000000,0.000000000,1.514000000,-0.001433926,0.002664580,0.009422128,0.999951019,-1.867971695,0.937479843,0.190925912,0.169999993
1499671976.751935244,-1.015596271,-1.873814702,0.222822770,-0.005238174,-0.002981044,1.589675069,2.444999933,1.000000000,0.000000000,0.000000000,1.514000000,-0.001465728,0.002633033,0.009443111,0.999950807,-1.867551046,0.937396305,0.191264179,0.169999993
1499671976.768636703,-1.015579581,-1.873798013,0.222805902,-0.005138426,-0.002929697,1.589664102,2.257600069,2.000000000,0.000000000,0.000000000,1.514000000,-0.001440541,0.002582912,0.009437494,0.999951132,-1.871212632,0.941115826,0.179727230,0.169999993
1499671976.784026146,-1.015579581,-1.873798013,0.222805902,-0.005138426,-0.002929697,1.589664102,2.655299902,3.000000000,0.000000000,0.000000000,1.514000000,-0.001440541,0.002582912,0.009437494,0.999951132,-1.871984066,0.941745817,0.180112238,0.179999983
1499671976.799782753,-1.015579581,-1.873798013,0.222805902,-0.005138426,-0.002929697,1.589664102,2.892999887,4.000000000,0.000000000,0.000000000,1.514000000,-0.001440541,0.002582912,0.009437494,0.999951132,-1.872190730,0.941874967,0.180060544,0.179999983
1499671976.815923691,-1.015579581,-1.873798013,0.222805902,-0.005138426,-0.002929697,1.589664102,2.444000006,1.000000000,0.000000000,0.000000000,1.514000000,-0.001440541,0.002582912,0.009437494,0.999951132,-1.863985343,0.940298544,0.184871426,0.179999983
1499671976.831813812,-1.015579581,-1.873798013,0.222805902,-0.005138426,-0.002929697,1.589664102,2.252599955,2.000000000,0.000000000,0.000000000,1.514000000,-0.001440541,0.002582912,0.009437494,0.999951132,-1.866603737,0.941852846,0.183528722,0.179999983
1499671976.849033117,-1.015601039,-1.873803496,0.222779483,-0.005275685,-0.002842609,1.589670300,2.686300039,3.000000000,0.000000000,0.000000000,1.514000000,-0.001396343,0.002651132,0.009440555,0.999950970,-1.862670137,0.937470735,0.184639506,0.179999983
1499671976.863770485,-1.015601039,-1.873803496,0.222779483,-0.005275685,-0.002842609,1.589670300,2.936000109,4.000000000,0.000000000,0.000000000,1.514000000,-0.001396343,0.002651132,0.009440555,0.999950970,-1.864141170,0.937977188,0.184017010,0.179999983
1499671976.879815340,-1.015573740,-1.873801470,0.222778872,-0.005214022,-0.002866475,1.589687467,2.447999954,1.000000000,0.000000000,0.000000000,1.514000000,-0.001408544,0.002620427,0.009449141,0.999950946,-1.863554242,0.938515689,0.184226018,0.179999983
1499671976.895948410,-1.015579104,-1.873800039,0.222772241,-0.005226933,-0.002855782,1.589648128,2.217600107,2.000000000,0.000000000,0.000000000,1.514000000,-0.001403188,0.002626804,0.009429411,0.999951114,-1.881395706,0.948774287,0.175172128,0.179999983
1499671976.912442207,-1.015579104,-1.873800039,0.222772241,-0.005226933,-0.002855782,1.589648128,2.686300039,3.000000000,0.000000000,0.000000000,1.514000000,-0.001403188,0.002626804,0.009429411,0.999951114,-1.867823779,0.944677291,0.186252171,0.179999983
1499671976.927916288,-1.015579104,-1.873800039,0.222772241,-0.005226933,-0.002855782,1.589648128,2.894999981,4.000000000,0.000000000,0.000000000,1.514000000,-0.001403188,0.002626804,0.009429411,0.999951114,-1.866262545,0.944208240,0.187694479,0.179999983
1499671976.944030762,-1.015590310,-1.873793960,0.222775131,-0.005208656,-0.002936229,1.589703798,2.448999882,1.000000000,0.000000000,0.000000000,1.514000000,-0.001443423,0.002618085,0.009457403,0.999950801,-1.864789048,0.943765152,0.188688941,0.179999983
1499671976.960633755,-1.015590310,-1.873793960,0.222775131,-0.005208656,-0.002936229,1.589703798,2.254600048,2.000000000,0.000000000,0.000000000,1.514000000,-0.001443423,0.002618085,0.009457403,0.999950801,-1.867543651,0.945514208,0.187226327,0.199999994
1499671976.975828409,-1.015590310,-1.873793960,0.222775131,-0.005208656,-0.002936229,1.589703798,2.690299988,3.000000000,0.000000000,0.000000000,1.514000000,-0.001443423,0.002618085,0.009457403,0.999950801,-1.865779067,0.944261361,0.188725580,0.199999994
1499671976.992849588,-1.015574098,-1.873787403,0.222726941,-0.005312174,-0.002801833,1.589600325,2.888999939,4.000000000,0.000000000,0.000000000,1.514000000,-0.001443423,0.002618085,0.009457403,0.999950801,-1.868682094,0.945623300,0.192393423,0.199999994
1499671977.007773399,-1.015574098,-1.873787403,0.222726941,-0.005312174,-0.002801833,1.589600325,2.440999985,1.000000000,0.000000000,0.000000000,1.514000000,-0.001375877,0.002669135,0.009405503,0.999951266,-1.867581972,0.945237443,0.192993769,0.169999993
1499671977.023825884,-1.015567422,-1.873772740,0.222784683,-0.005163504,-0.002928425,1.589701176,2.248600006,2.000000000,0.000000000,0.000000000,1.514000000,-0.001439738,0.002595471,0.009456012,0.999950861,-1.869788085,0.946574099,0.191670751,0.169999993
1499671977.040024281,-1.015567422,-1.873772740,0.222784683,-0.005163504,-0.002928425,1.589701176,2.690299988,3.000000000,0.000000000,0.000000000,1.514000000,-0.001439738,0.002595471,0.009456012,0.999950861,-1.866725827,0.943022197,0.195683644,0.169999993
1499671977.055900812,-1.015567422,-1.873772740,0.222784683,-0.005163504,-0.002928425,1.589701176,2.894000053,4.000000000,0.000000000,0.000000000,1.514000000,-0.001439738,0.002595471,0.009456012,0.999950861,-1.857721303,0.936542489,0.202973902,0.169999993
1499671977.072079420,-1.015567422,-1.873772740,0.222784683,-0.005163504,-0.002928425,1.589701176,2.444000006,1.000000000,0.000000000,0.000000000,1.514000000,-0.001439738,0.002595471,0.009456012,0.999950861,-1.867888294,0.942074831,0.197494068,0.169999993
1499671977.088097334,-1.015567422,-1.873772740,0.222784683,-0.005163504,-0.002928425,1.589701176,2.245599985,2.000000000,0.000000000,0.000000000,1.514000000,-0.001439738,0.002595471,0.009456012,0.999950861,-1.865290919,0.938715588,0.201015210,0.190000004
1499671977.103956699,-1.015583396,-1.873789310,0.222811341,-0.005237917,-0.002891421,1.589611053,2.686300039,3.000000000,0.000000000,0.000000000,1.514000000,-0.001421004,0.002632437,0.009410962,0.999951205,-1.865557693,0.938590157,0.195092494,0.190000004
1499671977.119791985,-1.015578628,-1.873804569,0.222823769,-0.005147506,-0.002978809,1.589660645,2.898999929,4.000000000,0.000000000,0.000000000,1.514000000,-0.001465057,0.002587681,0.009435792,0.999951012,-1.865971672,0.938774061,0.195204747,0.190000004
1499671977.135942936,-1.015578628,-1.873804569,0.222823769,-0.005147506,-0.002978809,1.589660645,2.440000057,1.000000000,0.000000000,0.000000000,1.514000000,-0.001465057,0.002587681,0.009435792,0.999951012,-1.865273048,0.938600521,0.195824120,0.190000004
1499671977.151947021,-1.015578628,-1.873804569,0.222823769,-0.005147506,-0.002978809,1.589660645,2.256599903,2.000000000,0.000000000,0.000000000,1.514000000,-0.001465057,0.002587681,0.009435792,0.999951012,-1.870301672,0.941656285,0.192851704,0.190000004
1499671977.168227673,-1.015578628,-1.873804569,0.222823769,-0.005147506,-0.002978809,1.589660645,2.694299936,3.000000000,0.000000000,0.000000000,1.514000000,-0.001465057,0.002587681,0.009435792,0.999951012,-1.867329933,0.937821351,0.197346400,0.199999994
1499671977.184351921,-1.015578628,-1.873804569,0.222823769,-0.005147506,-0.002978809,1.589660645,2.891999960,4.000000000,0.000000000,0.000000000,1.514000000,-0.001465057,0.002587681,0.009435792,0.999951012,-1.865741364,0.937848978,0.200279281,0.199999994
1499671977.200401068,-1.015578628,-1.873804569,0.222823769,-0.005147506,-0.002978809,1.589660645,2.470000029,1.000000000,0.000000000,0.000000000,1.514000000,-0.001465057,0.002587681,0.009435792,0.999951012,-1.870315577,0.940931825,0.197092977,0.199999994
1499671977.215948343,-1.015578628,-1.873804569,0.222823769,-0.005147506,-0.002978809,1.589660645,2.259599924,2.000000000,0.000000000,0.000000000,1.514000000,-0.001465057,0.002587681,0.009435792,0.999951012,-1.876383543,0.945545004,0.191934310,0.190000004
1499671977.232099533,-1.015580416,-1.873798490,0.222807303,-0.005134868,-0.002923038,1.589684010,2.697299957,3.000000000,0.000000000,0.000000000,1.514000000,-0.001437202,0.002581116,0.009447429,0.999951047,-1.877030259,0.945842651,0.190223988,0.190000004
1499671977.247676373,-1.015577316,-1.873803377,0.222777054,-0.005177565,-0.002914120,1.589662671,2.890000105,4.000000000,0.000000000,0.000000000,1.514000000,-0.001432570,0.002602406,0.009436785,0.999951030,-1.876898108,0.945736504,0.190460766,0.190000004
1499671977.263895988,-1.015577316,-1.873803377,0.222777054,-0.005177565,-0.002914120,1.589662671,2.443000078,1.000000000,0.000000000,0.000000000,1.514000000,-0.001432570,0.002602406,0.009436785,0.999951030,-1.875589268,0.945316255,0.191318505,0.149999982
1499671977.280017853,-1.015577316,-1.873803377,0.222777054,-0.005177565,-0.002914120,1.589662671,2.215600014,2.000000000,0.000000000,0.000000000,1.514000000,-0.001432570,0.002602406,0.009436785,0.999951030,-1.876391053,0.945779481,0.190857158,0.149999982
1499671977.295897245,-1.015589476,-1.873797894,0.222778603,-0.005212478,-0.002968555,1.589678764,2.686300039,3.000000000,0.000000000,0.000000000,1.514000000,-0.001459600,0.002620130,0.009444931,0.999950927,-1.867595528,0.939942505,0.180680845,0.149999982
1499671977.311876297,-1.015589476,-1.873797894,0.222778603,-0.005212478,-0.002968555,1.589678764,2.890000105,4.000000000,0.000000000,0.000000000,1.514000000,-0.001459600,0.002620130,0.009444931,0.999950927,-1.859684161,0.937782589,0.189449373,0.179999983
1499671977.327868938,-1.015567780,-1.873791575,0.222803235,-0.005125308,-0.002914315,1.589684010,2.483999968,1.000000000,0.000000000,0.000000000,1.514000000,-0.001432886,0.002576295,0.009447411,0.999951047,-1.859339611,0.937698330,0.189759626,0.179999983
1499671977.343902826,-1.015583992,-1.873793721,0.222825781,-0.005154999,-0.002974160,1.589651346,2.213599920,2.000000000,0.000000000,0.000000000,1.514000000,-0.001462709,0.002591398,0.009431198,0.999951054,-1.863218251,0.940277339,0.183353184,0.179999983
1499671977.359985352,-1.015583992,-1.873793721,0.222825781,-0.005154999,-0.002974160,1.589651346,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001462709,0.002591398,0.009431198,0.999951054,-1.855191154,0.938369406,0.193017184,0.190000004
1499671977.375823021,-1.015583992,-1.873793721,0.222825781,-0.005154999,-0.002974160,1.589651346,2.898000002,4.000000000,0.000000000,0.000000000,1.514000000,-0.001462709,0.002591398,0.009431198,0.999951054,-1.854018532,0.937929238,0.194263066,0.190000004
1499671977.393399715,-1.015562057,-1.873807192,0.222754717,-0.005287118,-0.002870051,1.589620352,2.476000071,1.000000000,0.000000000,0.000000000,1.514000000,-0.001462709,0.002591398,0.009431198,0.999951054,-1.854466780,0.938058845,0.194124409,0.190000004
1499671977.408055782,-1.015562057,-1.873807192,0.222754717,-0.005287118,-0.002870051,1.589620352,2.257600069,2.000000000,0.000000000,0.000000000,1.514000000,-0.001410076,0.002656942,0.009415606,0.999951121,-1.863225683,0.943513579,0.189468429,0.199999994
1499671977.424093008,-1.015582919,-1.873777747,0.222753927,-0.005181461,-0.002884588,1.589667439,2.685300112,3.000000000,0.000000000,0.000000000,1.514000000,-0.001417780,0.002604218,0.009439110,0.999951090,-1.864259424,0.944329120,0.188828731,0.199999994
1499671977.440598011,-1.015582919,-1.873777747,0.222753927,-0.005181461,-0.002884588,1.589667439,2.890000105,4.000000000,0.000000000,0.000000000,1.514000000,-0.001417780,0.002604218,0.009439110,0.999951090,-1.868909707,0.946675029,0.185562487,0.199999994
1499671977.455763578,-1.015582919,-1.873777747,0.222753927,-0.005181461,-0.002884588,1.589667439,2.483000040,1.000000000,0.000000000,0.000000000,1.514000000,-0.001417780,0.002604218,0.009439110,0.999951090,-1.868824082,0.946998627,0.185382288,0.199999994
1499671977.471943378,-1.015600562,-1.873813748,0.222754821,-0.005178574,-0.002898395,1.589678884,2.248600006,2.000000000,0.000000000,0.000000000,1.514000000,-0.001424682,0.002602848,0.009444815,0.999950988,-1.869743739,0.947573992,0.184823269,0.199999994
1499671977.487735510,-1.015600562,-1.873813748,0.222754821,-0.005178574,-0.002898395,1.589678884,2.693300009,3.000000000,0.000000000,0.000000000,1.514000000,-0.001424682,0.002602848,0.009444815,0.999950988,-1.874224405,0.950819900,0.188652946,0.199999994
1499671977.503927469,-1.015593529,-1.873800755,0.222778127,-0.005171059,-0.002828698,1.589670777,2.891999960,4.000000000,0.000000000,0.000000000,1.514000000,-0.001389881,0.002598756,0.009440716,0.999951090,-1.875215599,0.952709117,0.186287317,0.199999994
1499671977.519985914,-1.015593529,-1.873800755,0.222778127,-0.005171059,-0.002828698,1.589670777,2.453000069,1.000000000,0.000000000,0.000000000,1.514000000,-0.001389881,0.002598756,0.009440716,0.999951090,-1.873674267,0.952293455,0.187125288,0.179999983
1499671977.535736561,-1.015593529,-1.873800755,0.222778127,-0.005171059,-0.002828698,1.589670777,2.248600006,2.000000000,0.000000000,0.000000000,1.514000000,-0.001389881,0.002598756,0.009440716,0.999951090,-1.874138388,0.952650040,0.186824757,0.179999983
1499671977.552284718,-1.015593529,-1.873800755,0.222778127,-0.005171059,-0.002828698,1.589670777,2.727299929,3.000000000,0.000000000,0.000000000,1.514000000,-0.001389881,0.002598756,0.009440716,0.999951090,-1.867695608,0.948642340,0.188713130,0.179999983
1499671977.568132401,-1.015596867,-1.873782396,0.222749755,-0.005169967,-0.002853490,1.589681029,2.931999922,4.000000000,0.000000000,0.000000000,1.514000000,-0.001373811,0.002594279,0.009450742,0.999951024,-1.868559506,0.948936426,0.188232900,0.179999983
1499671977.583856344,-1.015596867,-1.873782396,0.222749755,-0.005169967,-0.002853490,1.589681029,2.482000113,1.000000000,0.000000000,0.000000000,1.514000000,-0.001402268,0.002598335,0.009445847,0.999951048,-1.871045944,0.949750789,0.186819964,0.179999983
1499671977.599908113,-1.015596867,-1.873782396,0.222749755,-0.005169967,-0.002853490,1.589681029,2.256599903,2.000000000,0.000000000,0.000000000,1.514000000,-0.001402268,0.002598335,0.009445847,0.999951048,-1.872417044,0.950223428,0.186070579,0.179999983
1499671977.616278172,-1.015596867,-1.873782396,0.222749755,-0.005169967,-0.002853490,1.589681029,2.687299967,3.000000000,0.000000000,0.000000000,1.514000000,-0.001402268,0.002598335,0.009445847,0.999951048,-1.873352664,0.950857629,0.185367740,0.179999983
1499671977.632179499,-1.015552759,-1.873761177,0.222785786,-0.005042735,-0.002830040,1.589707851,2.907000065,4.000000000,0.000000000,0.000000000,1.514000000,-0.001391111,0.002534630,0.009459174,0.999951101,-1.869939082,0.949828784,0.182879600,0.199999994
1499671977.647984266,-1.015591621,-1.873789310,0.222804949,-0.005216748,-0.002915233,1.589710593,2.471999884,1.000000000,0.000000000,0.000000000,1.514000000,-0.001432878,0.002622036,0.009460754,0.999950801,-1.869002068,0.949611666,0.183586359,0.199999994
1499671977.664191246,-1.015591621,-1.873789310,0.222804949,-0.005216748,-0.002915233,1.589710593,2.218600035,2.000000000,0.000000000,0.000000000,1.514000000,-0.001432878,0.002622036,0.009460754,0.999950801,-1.872099985,0.951515437,0.181839809,0.199999994
1499671977.680026293,-1.015591621,-1.873789310,0.222804949,-0.005216748,-0.002915233,1.589710593,2.691299915,3.000000000,0.000000000,0.000000000,1.514000000,-0.001432878,0.002622036,0.009460754,0.999950801,-1.862591317,0.949513217,0.191259640,0.199999994
1499671977.695800066,-1.015566230,-1.873791695,0.222798482,-0.005131204,-0.002987253,1.589630365,2.905999899,4.000000000,0.000000000,0.000000000,1.514000000,-0.001469395,0.002579548,0.009420661,0.999951198,-1.866481215,0.950943518,0.195456789,0.199999994
1499671977.712009668,-1.015566230,-1.873791695,0.222798482,-0.005131204,-0.002987253,1.589630365,2.482000113,1.000000000,0.000000000,0.000000000,1.514000000,-0.001469395,0.002579548,0.009420661,0.999951198,-1.864626165,0.950489403,0.196134134,0.199999994
1499671977.727970839,-1.015592337,-1.873792529,0.222790658,-0.005191184,-0.002931702,1.589695573,2.252599955,2.000000000,0.000000000,0.000000000,1.514000000,-0.001441253,0.002609322,0.009453212,0.999950843,-1.864021227,0.950396731,0.196208320,0.199999994
1499671977.743931532,-1.015592337,-1.873792529,0.222790658,-0.005191184,-0.002931702,1.589695573,2.689300060,3.000000000,0.000000000,0.000000000,1.514000000,-0.001441253,0.002609322,0.009453212,0.999950843,-1.867847000,0.953361584,0.193004170,0.199999994
1499671977.759828329,-1.015592337,-1.873792529,0.222790658,-0.005191184,-0.002931702,1.589695573,2.891999960,4.000000000,0.000000000,0.000000000,1.514000000,-0.001441253,0.002609322,0.009453212,0.999950843,-1.869413066,0.954130417,0.191731729,0.199999994
1499671977.775934458,-1.015555620,-1.873800635,0.222767726,-0.005143180,-0.002899492,1.589627266,2.489000082,1.000000000,0.000000000,0.000000000,1.514000000,-0.001425464,0.002585120,0.009418998,0.999951301,-1.867121670,0.954301328,0.192334989,0.199999994
1499671977.792147875,-1.015555620,-1.873800635,0.222767726,-0.005143180,-0.002899492,1.589627266,2.248600006,2.000000000,0.000000000,0.000000000,1.514000000,-0.001425464,0.002585120,0.009418998,0.999951301,-1.869346305,0.955737700,0.190914503,0.199999994
1499671977.807957411,-1.015585423,-1.873808980,0.222765088,-0.005230159,-0.002775430,1.589602590,2.691299915,3.000000000,0.000000000,0.000000000,1.514000000,-0.001363059,0.002628007,0.009406592,0.999951386,-1.871038684,0.956988503,0.189603661,0.199999994
1499671977.823807478,-1.015585423,-1.873808980,0.222765088,-0.005230159,-0.002775430,1.589602590,2.931999922,4.000000000,0.000000000,0.000000000,1.514000000,-0.001363059,0.002628007,0.009406592,0.999951386,-1.875380210,0.960654270,0.188665895,0.199999994
1499671977.839887619,-1.015585423,-1.873808980,0.222765088,-0.005230159,-0.002775430,1.589602590,2.457999945,1.000000000,0.000000000,0.000000000,1.514000000,-0.001363059,0.002628007,0.009406592,0.999951386,-1.883925311,0.969953119,0.183844799,0.190000004
1499671977.855853796,-1.015562415,-1.873791099,0.222752556,-0.005183876,-0.002752898,1.589685798,2.252599955,2.000000000,0.000000000,0.000000000,1.514000000,-0.001351903,0.002604817,0.009448130,0.999951066,-1.879497117,0.964936506,0.191296638,0.190000004
1499671977.872445822,-1.015562415,-1.873791099,0.222752556,-0.005183876,-0.002752898,1.589685798,2.694299936,3.000000000,0.000000000,0.000000000,1.514000000,-0.001351903,0.002604817,0.009448130,0.999951066,-1.878863389,0.963782743,0.191487137,0.190000004
1499671977.888146162,-1.015562415,-1.873791099,0.222752556,-0.005183876,-0.002752898,1.589685798,2.890000105,4.000000000,0.000000000,0.000000000,1.514000000,-0.001351903,0.002604817,0.009448130,0.999951066,-1.877819807,0.963291220,0.192252672,0.190000004
1499671977.904131413,-1.015578985,-1.873774409,0.222755149,-0.005037399,-0.002881480,1.589704990,2.448999882,1.000000000,0.000000000,0.000000000,1.514000000,-0.001416858,0.002532203,0.009457802,0.999951101,-1.875472953,0.962484989,0.190709967,0.190000004
1499671977.919954538,-1.015573025,-1.873802304,0.222764045,-0.005230187,-0.002779223,1.589644909,2.256599903,2.000000000,0.000000000,0.000000000,1.514000000,-0.001364900,0.002628068,0.009427755,0.999951217,-1.875233035,0.962406304,0.191347149,0.190000004
1499671977.936221600,-1.015573025,-1.873802304,0.222764045,-0.005230187,-0.002779223,1.589644909,2.687299967,3.000000000,0.000000000,0.000000000,1.514000000,-0.001364900,0.002628068,0.009427755,0.999951217,-1.870325443,0.958286660,0.195711937,0.199999994
1499671977.951883316,-1.015575767,-1.873787999,0.222751543,-0.005168156,-0.002893833,1.589664340,2.900000095,4.000000000,0.000000000,0.000000000,1.514000000,-0.001422469,0.002597607,0.009437553,0.999951072,-1.865790982,0.956002971,0.199517851,0.199999994
1499671977.968141794,-1.015575767,-1.873787999,0.222751543,-0.005168156,-0.002893833,1.589664340,2.453999996,1.000000000,0.000000000,0.000000000,1.514000000,-0.001422469,0.002597607,0.009437553,0.999951072,-1.862416254,0.954719536,0.201962645,0.199999994
1499671977.983744860,-1.015575767,-1.873787999,0.222751543,-0.005168156,-0.002893833,1.589664340,2.247600079,2.000000000,0.000000000,0.000000000,1.514000000,-0.001422469,0.002597607,0.009437553,0.999951072,-1.866353861,0.957358055,0.199617833,0.190000004
