0,0.0052304,0.096262,0.20384,-0.00042266,-0.00032889,1.6013,3.986,4,0.0507,2.969,1.514,0.028863,0.0036117,-0.95348,0.30005
0.075034,0.0052332,0.096286,0.20382,-0.0004753,-0.00029379,1.6013,3.983,3,0.0507,2.969,1.514,0.028832,0.0035489,-0.95351,0.29996
0.10001,0.0052332,0.096286,0.20382,-0.0004753,-0.00029379,1.6013,3.946,4,0.0507,2.969,1.514,0.028877,0.0035632,-0.95351,0.29996
0.12503,0.0052307,0.096272,0.20384,-0.00046751,-0.00032055,1.6014,3.451,1,0.0507,2.969,1.514,0.028923,0.0035804,-0.95348,0.30005
0.14992,0.0052166,0.096281,0.20385,-0.00048056,-0.00033268,1.6013,3.449,2,0.0507,2.969,1.514,0.028922,0.0035832,-0.95345,0.30014
0.17515,0.0052166,0.096281,0.20385,-0.00048056,-0.00033268,1.6013,3.986,3,0.0507,2.969,1.514,0.028922,0.0035832,-0.95345,0.30014
0.19987,0.0052166,0.096281,0.20385,-0.00048056,-0.00033268,1.6013,3.979,4,0.0507,2.969,1.514,0.028922,0.0035846,-0.95343,0.30019
0.22503,0.0052254,0.096258,0.20385,-0.00041299,-0.00032569,1.6013,3.46,1,0.0507,2.969,1.514,0.028876,0.0035716,-0.95342,0.30024
0.25013,0.0052109,0.096267,0.20384,-0.00038374,-0.00021619,1.6013,3.444,2,0.0507,2.969,1.514,0.028862,0.0036173,-0.95342,0.30024
0.27507,0.0052109,0.096267,0.20384,-0.00038374,-0.00021619,1.6013,3.943,3,0.0507,2.969,1.514,0.028907,0.0036331,-0.95341,0.30028
0.30009,0.0052345,0.096249,0.20382,-0.00041293,-0.00029157,1.6013,3.948,4,0.0507,2.969,1.514,0.028907,0.0036331,-0.95341,0.30028
0.32514,0.0052223,0.096254,0.20383,-0.0004311,-0.00022741,1.6013,3.492,1,0.0507,2.969,1.514,0.028862,0.0036173,-0.95342,0.30024
0.35003,0.0052469,0.096248,0.20382,-0.00032737,-0.00029357,1.6012,3.445,2,0.0507,2.969,1.514,0.028862,0.0036173,-0.95342,0.30024
0.37516,0.0052335,0.096258,0.20384,-0.00048091,-0.00028811,1.6013,3.986,3,0.0507,2.969,1.514,0.028862,0.0036173,-0.95342,0.30024
0.40015,0.0052357,0.096264,0.20384,-0.0003742,-0.00037018,1.6012,3.948,4,0.0507,2.969,1.514,0.028908,0.0036317,-0.95342,0.30024
0.42518,0.0052357,0.096264,0.20384,-0.0003742,-0.00037018,1.6012,3.457,1,0.0507,2.969,1.514,0.028908,0.0036261,-0.95348,0.30005
0.45011,0.0052477,0.096245,0.20386,-0.00043434,-0.00040641,1.6013,3.453,2,0.0507,2.969,1.514,0.028923,0.003579,-0.95349,0.30001
0.4753,0.0052234,0.09627,0.20385,-0.00037321,-0.0004213,1.6012,3.947,3,0.0507,2.969,1.514,0.028877,0.0035632,-0.95351,0.29996
0.50017,0.005256,0.09627,0.20383,-0.00037708,-0.00029081,1.6012,3.941,4,0.0507,2.969,1.514,0.028877,0.0035619,-0.95352,0.29992
0.52547,0.0052171,0.096281,0.20383,-0.00043632,-0.00029161,1.6013,3.491,1,0.0507,2.969,1.514,0.028938,0.0035292,-0.95354,0.29987
0.55023,0.0052604,0.096244,0.20385,-0.00038367,-0.00034142,1.6012,3.482,2,0.0507,2.969,1.514,0.028997,0.0035006,-0.95351,0.29996
0.57528,0.0052246,0.096261,0.20386,-0.00038917,-0.00033815,1.6013,3.981,3,0.0507,2.969,1.514,0.029057,0.0034721,-0.95348,0.30005
0.60031,0.0052246,0.096261,0.20386,-0.00038917,-0.00033815,1.6013,3.945,4,0.0507,2.969,1.514,0.029132,0.0033951,-0.95347,0.30004
0.62531,0.0052431,0.096284,0.20384,-0.00047276,-0.00033993,1.6013,3.454,1,0.0507,2.969,1.514,0.029192,0.0033624,-0.95349,0.3
0.65028,0.0052431,0.096284,0.20384,-0.00047276,-0.00033993,1.6013,3.445,2,0.0507,2.969,1.514,0.029252,0.0033296,-0.9535,0.29995
0.6757,0.0052431,0.096284,0.20384,-0.00047276,-0.00033993,1.6013,3.989,3,0.0507,2.969,1.514,0.029373,0.0032614,-0.95356,0.29976
0.70015,0.0052276,0.096272,0.20385,-0.00043633,-0.00027394,1.6012,3.944,4,0.0507,2.969,1.514,0.029388,0.0032143,-0.95357,0.29971
0.72541,0.005224,0.096266,0.20384,-0.00044561,-0.00028846,1.6012,3.452,1,0.0507,2.969,1.514,0.029493,0.0031987,-0.95355,0.29976
0.7504,0.0052424,0.096239,0.20385,-0.00041002,-0.00035298,1.6013,3.489,2,0.0507,2.969,1.514,0.029553,0.0031702,-0.95352,0.29985
0.77543,0.0052424,0.096239,0.20385,-0.00041002,-0.00035298,1.6013,3.984,3,0.0507,2.969,1.514,0.029704,0.0031705,-0.95349,0.29993
0.80038,0.0052355,0.096277,0.20385,-0.00047282,-0.00028492,1.6013,3.936,4,0.0507,2.969,1.514,0.029764,0.0031407,-0.95348,0.29998
0.82541,0.0052582,0.096249,0.20385,-0.00043374,-0.00031256,1.6012,3.485,1,0.0507,2.969,1.514,0.029838,0.0030651,-0.95346,0.30002
0.85029,0.0052582,0.096249,0.20385,-0.00043374,-0.00031256,1.6012,3.449,2,0.0507,2.969,1.514,0.029853,0.0030194,-0.95346,0.30002
