t, viconX, viconY, viconZ, viconXd, viconYd, viconZd, viconRo, viconPi, viconYa, px4X, px4Y, px4Z, px4Xd, px4Yd, px4Zd, px4Ro, px4Pi, px4Ya, px4Lidar, flowX, flowY, flowZ, flowPsr, uwbD, uwbAntId, uwbRspdrId, uwbRqstrId
1502512627.075597048,0.589973092,-1.383854508,1.056935072,-0.000066145,0.000001466,-0.000102462,0.010809148,0.011653433,1.501108289,0.000000000,0.000000000,1.010000000,0.000000000,0.000000000,0.000000000,-0.002967060,0.029496064,0.098087504,1.020000000,0.000000000,0.000000000,0.000000000,0.000000000,5.493999958,0.000000000,1.000000000,3.000000000
1502512627.100402832,0.590033233,-1.383904696,1.056946635,-0.000001395,-0.000017242,-0.000095070,0.010844382,0.011687247,1.501101494,-1.270000000,-0.310000000,0.030000000,0.000000000,0.000000000,0.000000000,-0.002967060,0.029496064,0.098087504,1.010000000,0.000000000,0.000000000,0.000000000,0.000000000,5.321000099,0.000000000,0.000000000,3.000000000
1502512627.125259161,0.590033233,-1.383904696,1.056946635,-0.000001395,-0.000017242,-0.000095070,0.010844382,0.011687247,1.501101494,-1.200000000,-0.540000000,0.010000000,0.000000000,0.000000000,0.000000000,-0.002967060,0.029496064,0.098087504,1.020000000,0.000000000,0.000000000,0.000000000,0.000000000,5.307000160,1.000000000,1.000000000,3.000000000
1502512627.150310755,0.589824677,-1.383944750,1.056847095,-0.000172439,-0.000082840,-0.000183047,0.010929682,0.011563810,1.501149058,-1.200000000,-0.540000000,0.010000000,0.000000000,0.000000000,0.000000000,-0.002967060,0.029496064,0.098087504,1.020000000,0.000000000,0.000000000,0.000000000,0.000000000,5.302000046,1.000000000,0.000000000,3.000000000
1502512627.191462040,0.589915335,-1.383908391,1.056905031,-0.000132334,-0.000021608,-0.000132061,0.011029893,0.011674893,1.501124024,-0.990000000,-0.310000000,0.470000000,0.030000000,0.000000000,0.000000000,-0.002967060,0.029321531,0.097040306,1.020000000,0.000000000,0.000000000,0.000000000,0.000000000,5.489999771,0.000000000,1.000000000,3.000000000
1502512627.216390610,0.589950621,-1.383900166,1.056948185,-0.000086451,-0.000033975,-0.000031739,0.010825687,0.011754707,1.501148820,-1.400000000,0.050000000,1.380000000,0.060000000,0.010000000,0.020000000,-0.002967060,0.029321531,0.097214839,1.020000000,0.000000000,0.000000000,0.000000000,0.000000000,5.326000214,0.000000000,0.000000000,3.000000000
1502512627.241274595,0.589950621,-1.383900166,1.056948185,-0.000086451,-0.000033975,-0.000031739,0.010825687,0.011754707,1.501148820,-1.560000000,-0.440000000,1.900000000,-0.010000000,0.000000000,0.190000000,-0.002967060,0.029496064,0.096691241,1.010000000,0.000000000,0.000000000,0.000000000,0.000000000,5.306000233,1.000000000,1.000000000,3.000000000
1502512627.266292572,0.590016067,-1.383853793,1.056953788,0.000065193,0.000052058,0.000038821,0.010834194,0.011651696,1.501075506,-1.540000000,-0.470000000,1.890000000,0.000000000,0.000000000,0.190000000,-0.002967060,0.029496064,0.097040306,1.010000000,0.000000000,0.000000000,0.000000000,0.000000000,5.307000160,1.000000000,0.000000000,3.000000000
1502512627.307876587,0.590016067,-1.383853793,1.056953788,0.000065193,0.000052058,0.000038821,0.010834194,0.011651696,1.501075506,-1.460000000,-0.490000000,1.720000000,0.050000000,0.000000000,0.030000000,-0.002967060,0.029321531,0.095120444,1.020000000,0.000000000,0.000000000,0.000000000,0.000000000,5.493999958,0.000000000,1.000000000,3.000000000
1502512627.308792114,0.590016067,-1.383853793,1.056953788,0.000065193,0.000052058,0.000038821,0.010834194,0.011651696,1.501075506,-1.460000000,-0.490000000,1.720000000,0.050000000,0.000000000,0.030000000,-0.002967060,0.029321531,0.095120444,1.020000000,0.000000000,0.000000000,0.000000000,0.000000000,4.723999977,0.000000000,0.000000000,2.000000000
1502512627.332472563,0.589837313,-1.383921981,1.056891561,-0.000017565,0.000053788,0.000039500,0.011086029,0.011608194,1.501115918,-1.440000000,-0.550000000,1.610000000,0.040000000,0.000000000,-0.110000000,-0.002967060,0.029321531,0.094945911,1.010000000,0.000000000,0.000000000,0.000000000,0.000000000,4.777999878,0.000000000,1.000000000,2.000000000
1502512627.332752228,0.589837313,-1.383921981,1.056891561,-0.000017565,0.000053788,0.000039500,0.011086029,0.011608194,1.501115918,-1.440000000,-0.550000000,1.610000000,0.040000000,0.000000000,-0.110000000,-0.002967060,0.029321531,0.094945911,1.010000000,0.000000000,0.000000000,0.000000000,0.000000000,5.322999954,0.000000000,0.000000000,3.000000000
1502512627.357566357,0.589837313,-1.383921981,1.056891561,-0.000017565,0.000053788,0.000039500,0.011086029,0.011608194,1.501115918,-1.440000000,-0.550000000,1.610000000,0.040000000,0.000000000,-0.110000000,-0.002967060,0.029321531,0.094945911,1.020000000,0.000000000,0.000000000,0.000000000,0.000000000,4.782999992,1.000000000,0.000000000,2.000000000
1502512627.357872486,0.589837313,-1.383921981,1.056891561,-0.000017565,0.000053788,0.000039500,0.011086029,0.011608194,1.501115918,-1.440000000,-0.550000000,1.610000000,0.040000000,0.000000000,-0.110000000,-0.002967060,0.029321531,0.094945911,1.020000000,0.000000000,0.000000000,0.000000000,0.000000000,5.344999790,1.000000000,1.000000000,3.000000000
