t, viconX, viconY, viconZ, viconXd, viconYd, viconZd, viconRo, viconPi, viconYa, px4X, px4Y, px4Z, px4Xd, px4Yd, px4Zd, px4Ro, px4Pi, px4Ya, px4Lidar, flowX, flowY, flowZ, flowPsr, uwbD, uwbAntId, uwbRspdrId, uwbRqstrId
1502354750.458787680,0.022963777,-1.910879970,0.205487028,-0.000065835,0.000575847,-0.000111899,0.001191945,-0.003528887,1.532276511,0.000000000,0.000000000,0.040000000,-0.030000000,-0.020000000,0.000000000,-0.015009832,0.035430184,-0.038920842,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,6.407999992,0.000000000,1.000000000,3.000000000
1502354750.484378815,0.022963777,-1.910879970,0.205487028,-0.000065835,0.000575847,-0.000111899,0.001191945,-0.003528887,1.532276511,0.000000000,0.000000000,0.040000000,-0.030000000,-0.020000000,0.000000000,-0.015009832,0.035430184,-0.038746309,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,6.379000187,0.000000000,0.000000000,3.000000000
1502354750.509114027,0.023098245,-1.910916448,0.205499217,0.000214219,0.000480808,-0.000045437,0.001507394,-0.003814059,1.532330751,-0.790000000,-0.130000000,0.000000000,-0.560000000,-0.150000000,0.000000000,-0.013264502,0.031066861,-0.044156830,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,6.324999809,1.000000000,1.000000000,3.000000000
1502354750.534209967,0.023098245,-1.910916448,0.205499217,0.000214219,0.000480808,-0.000045437,0.001507394,-0.003814059,1.532330751,-1.640000000,0.060000000,0.010000000,-1.090000000,-0.090000000,0.000000000,-0.012740904,0.026878070,-0.056199602,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,6.433000088,1.000000000,0.000000000,3.000000000
1502354750.575141907,0.023062348,-1.910913110,0.205542177,0.000208105,0.000480939,0.000007345,0.001301165,-0.003564749,1.532345057,-1.740000000,0.060000000,0.010000000,-1.140000000,-0.090000000,0.000000000,-0.012740904,0.026529005,-0.051312680,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,5.895999908,0.000000000,0.000000000,2.000000000
1502354750.575251341,0.023062348,-1.910913110,0.205542177,0.000208105,0.000480939,0.000007345,0.001301165,-0.003564749,1.532345057,-1.740000000,0.060000000,0.010000000,-1.140000000,-0.090000000,0.000000000,-0.012740904,0.026529005,-0.051312680,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,6.445000172,0.000000000,1.000000000,3.000000000
1502354750.600204945,0.022998042,-1.910877585,0.205519870,0.000161420,0.000502442,0.000020466,0.001322506,-0.003538277,1.532358646,-1.790000000,0.060000000,0.010000000,-1.150000000,-0.090000000,0.010000000,-0.012915436,0.026529005,-0.050614548,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,5.770999908,0.000000000,1.000000000,2.000000000
1502354750.600263834,0.022998042,-1.910877585,0.205519870,0.000161420,0.000502442,0.000020466,0.001322506,-0.003538277,1.532358646,-1.790000000,0.060000000,0.010000000,-1.150000000,-0.090000000,0.010000000,-0.012915436,0.026529005,-0.050614548,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,6.375999928,0.000000000,0.000000000,3.000000000
1502354750.624707222,0.022994585,-1.910880566,0.205514252,0.000116471,0.000515080,0.000023946,0.001362573,-0.003533158,1.532218218,-1.810000000,0.050000000,0.020000000,-1.140000000,-0.090000000,0.030000000,-0.012740904,0.026529005,-0.051312680,0.180000000,0.000000000,0.000000000,0.000000000,0.000000000,6.327000141,1.000000000,1.000000000,3.000000000
1502354750.625668764,0.022994585,-1.910880566,0.205514252,0.000116471,0.000515080,0.000023946,0.001362573,-0.003533158,1.532218218,-1.810000000,0.050000000,0.020000000,-1.140000000,-0.090000000,0.030000000,-0.012740904,0.026529005,-0.051312680,0.180000000,0.000000000,0.000000000,0.000000000,0.000000000,5.843999863,1.000000000,0.000000000,2.000000000
1502354750.650027275,0.022999045,-1.910902619,0.205520377,0.000051135,0.000477214,0.000000779,0.001228570,-0.003634048,1.532350659,-1.820000000,0.040000000,0.020000000,-1.130000000,-0.100000000,0.020000000,-0.012740904,0.026703538,-0.050963614,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,5.885000229,1.000000000,1.000000000,2.000000000
1502354750.650071859,0.022999045,-1.910902619,0.205520377,0.000051135,0.000477214,0.000000779,0.001228570,-0.003634048,1.532350659,-1.820000000,0.040000000,0.020000000,-1.130000000,-0.100000000,0.020000000,-0.012740904,0.026703538,-0.050963614,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,6.421999931,1.000000000,0.000000000,3.000000000
1502354750.690933704,0.022954786,-1.910871148,0.205500618,-0.000021322,0.000498952,-0.000009377,0.001249350,-0.003512266,1.532355189,-1.840000000,0.040000000,0.030000000,-1.120000000,-0.100000000,0.030000000,-0.012740904,0.026878070,-0.049916417,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,6.440999985,0.000000000,1.000000000,3.000000000
1502354750.691455364,0.022954786,-1.910871148,0.205500618,-0.000021322,0.000498952,-0.000009377,0.001249350,-0.003512266,1.532355189,-1.840000000,0.040000000,0.030000000,-1.120000000,-0.100000000,0.030000000,-0.012740904,0.026878070,-0.049916417,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,5.901999950,0.000000000,0.000000000,2.000000000
1502354750.716220856,0.023040848,-1.910914540,0.205538362,-0.000001689,0.000450818,0.000014010,0.001427918,-0.003608853,1.532187223,-1.860000000,0.030000000,0.040000000,-1.110000000,-0.100000000,0.050000000,-0.012740904,0.027227136,-0.049392818,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,5.809000015,0.000000000,1.000000000,2.000000000
1502354750.716330290,0.023040848,-1.910914540,0.205538362,-0.000001689,0.000450818,0.000014010,0.001427918,-0.003608853,1.532187223,-1.860000000,0.030000000,0.040000000,-1.110000000,-0.100000000,0.050000000,-0.012740904,0.027227136,-0.049392818,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,6.407000065,0.000000000,0.000000000,3.000000000
1502354750.740885973,0.023008324,-1.910881758,0.205508173,-0.000006054,0.000460088,0.000007571,0.001305021,-0.003389326,1.532254219,-1.870000000,0.010000000,0.040000000,-1.090000000,-0.110000000,0.050000000,-0.012740904,0.027576202,-0.051138147,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,6.329999924,1.000000000,1.000000000,3.000000000
