t, viconX, viconY, viconZ, viconRo, viconPi, viconYa, uwbD, uwbAnt, uwbRspdX, uwbRspdY, uwbRspdZ, imuQx, imuQy, imuQz, imuQw
1499672041.775929689,-1.015584469,-1.873794913,0.222783476,-0.005166050,-0.003007693,1.589720845,2.448999882,1.000000000,0.000000000,0.000000000,1.514000000,-0.001479333,0.002597133,0.009465978,0.999950716
1499672041.792038679,-1.015582085,-1.873809695,0.222763613,-0.005307985,-0.003008699,1.589643002,2.232599974,2.000000000,0.000000000,0.000000000,1.514000000,-0.001479333,0.002597133,0.009465978,0.999950716
1499672041.808099508,-1.015581846,-1.873803258,0.222780094,-0.005168074,-0.002997427,1.589631915,2.686300039,3.000000000,0.000000000,0.000000000,1.514000000,-0.001474306,0.002598031,0.009421459,0.999951138
1499672041.824027061,-1.015585542,-1.873778224,0.222791240,-0.005155590,-0.002987486,1.589699984,2.898000002,4.000000000,0.000000000,0.000000000,1.514000000,-0.001469306,0.002591793,0.009455492,0.999950801
1499672041.839900732,-1.015585542,-1.873778224,0.222791240,-0.005155590,-0.002987486,1.589699984,2.441999912,1.000000000,0.000000000,0.000000000,1.514000000,-0.001469306,0.002591793,0.009455492,0.999950801
1499672041.855942726,-1.015573263,-1.873807788,0.222763836,-0.005213208,-0.003032392,1.589695096,2.216599941,2.000000000,0.000000000,0.000000000,1.514000000,-0.001491492,0.002620808,0.009453148,0.999950740
1499672041.872617722,-1.015584588,-1.873811960,0.222775251,-0.005095850,-0.002974821,1.589695930,2.689300060,3.000000000,0.000000000,0.000000000,1.514000000,-0.001463262,0.002561861,0.009453451,0.999950963
1499672041.887961149,-1.015584588,-1.873811960,0.222775251,-0.005095850,-0.002974821,1.589695930,2.891999960,4.000000000,0.000000000,0.000000000,1.514000000,-0.001463262,0.002561861,0.009453451,0.999950963
1499672041.903932095,-1.015568733,-1.873793960,0.222746521,-0.005231458,-0.003025194,1.589650273,2.451999903,1.000000000,0.000000000,0.000000000,1.514000000,-0.001487866,0.002629866,0.009430731,0.999950993
1499672041.920070887,-1.015568733,-1.873793960,0.222746521,-0.005231458,-0.003025194,1.589650273,2.242599964,2.000000000,0.000000000,0.000000000,1.514000000,-0.001487866,0.002629866,0.009430731,0.999950993
1499672041.936385155,-1.015568733,-1.873793960,0.222746521,-0.005231458,-0.003025194,1.589650273,2.696300030,3.000000000,0.000000000,0.000000000,1.514000000,-0.001487866,0.002629866,0.009430731,0.999950993
1499672041.951997757,-1.015568376,-1.873777390,0.222760677,-0.005199451,-0.003000420,1.589689136,2.885999918,4.000000000,0.000000000,0.000000000,1.514000000,-0.001475580,0.002613775,0.009450104,0.999950783
1499672041.968876600,-1.015596151,-1.873799562,0.222771466,-0.005118566,-0.002933897,1.589721322,2.437000036,1.000000000,0.000000000,0.000000000,1.514000000,-0.001442661,0.002573044,0.009466060,0.999950879
1499672041.984028816,-1.015596151,-1.873799562,0.222771466,-0.005118566,-0.002933897,1.589721322,2.258599997,2.000000000,0.000000000,0.000000000,1.514000000,-0.001442661,0.002573044,0.009466060,0.999950879
1499672042.000174046,-1.015601397,-1.873791695,0.222772524,-0.005098781,-0.002832766,1.589749575,2.693300009,3.000000000,0.000000000,0.000000000,1.514000000,-0.001392155,0.002562693,0.009480036,0.999950729
1499672042.015967369,-1.015601397,-1.873791695,0.222772524,-0.005098781,-0.002832766,1.589749575,2.884000063,4.000000000,0.000000000,0.000000000,1.514000000,-0.001392155,0.002562693,0.009480036,0.999950729
1499672042.032159567,-1.015601397,-1.873791695,0.222772524,-0.005098781,-0.002832766,1.589749575,2.470999956,1.000000000,0.000000000,0.000000000,1.514000000,-0.001392155,0.002562693,0.009480036,0.999950729
1499672042.048470259,-1.015573740,-1.873793125,0.222762838,-0.005285698,-0.002833314,1.589679003,2.248600006,2.000000000,0.000000000,0.000000000,1.514000000,-0.001391637,0.002656100,0.009444890,0.999950869
1499672042.066366673,-1.015573740,-1.873793125,0.222762838,-0.005285698,-0.002833314,1.589679003,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001391637,0.002656100,0.009444890,0.999950869
1499672042.080174923,-1.015567660,-1.873806000,0.222775012,-0.005092951,-0.002934526,1.589723587,2.894000053,4.000000000,0.000000000,0.000000000,1.514000000,-0.001443093,0.002560242,0.009467180,0.999950896
1499672042.096419096,-1.015567660,-1.873806000,0.222775012,-0.005092951,-0.002934526,1.589723587,2.448999882,1.000000000,0.000000000,0.000000000,1.514000000,-0.001443093,0.002560242,0.009467180,0.999950896
1499672042.111983061,-1.015567660,-1.873806000,0.222775012,-0.005092951,-0.002934526,1.589723587,2.253599882,2.000000000,0.000000000,0.000000000,1.514000000,-0.001443093,0.002560242,0.009467180,0.999950896
1499672042.128172874,-1.015596867,-1.873815298,0.222778678,-0.005254228,-0.002777220,1.589657664,2.690299988,3.000000000,0.000000000,0.000000000,1.514000000,-0.001363768,0.002640087,0.009434090,0.999951073
1499672042.143882990,-1.015601039,-1.873796582,0.222775221,-0.005145984,-0.003051537,1.589720368,2.888000011,4.000000000,0.000000000,0.000000000,1.514000000,-0.001501349,0.002587308,0.009465766,0.999950656
1499672042.159921646,-1.015601039,-1.873796582,0.222775221,-0.005145984,-0.003051537,1.589720368,2.440999985,1.000000000,0.000000000,0.000000000,1.514000000,-0.001501349,0.002587308,0.009465766,0.999950656
1499672042.176172972,-1.015589595,-1.873806596,0.222763658,-0.005249021,-0.002841736,1.589645028,2.249599934,2.000000000,0.000000000,0.000000000,1.514000000,-0.001396065,0.002637779,0.009427891,0.999951055
1499672042.192226410,-1.015587687,-1.873788238,0.222781599,-0.005128278,-0.002914953,1.589703560,2.662300110,3.000000000,0.000000000,0.000000000,1.514000000,-0.001396065,0.002637779,0.009427891,0.999951055
1499672042.208278656,-1.015587687,-1.873788238,0.222781599,-0.005128278,-0.002914953,1.589703560,2.894000053,4.000000000,0.000000000,0.000000000,1.514000000,-0.001433166,0.002577797,0.009457150,0.999950921
1499672042.223981619,-1.015593767,-1.873804450,0.222789720,-0.005223301,-0.002980612,1.589667082,2.457000017,1.000000000,0.000000000,0.000000000,1.514000000,-0.001465592,0.002625589,0.009439096,0.999950909
1499672042.240030527,-1.015593767,-1.873804450,0.222789720,-0.005223301,-0.002980612,1.589667082,2.252599955,2.000000000,0.000000000,0.000000000,1.514000000,-0.001465592,0.002625589,0.009439096,0.999950909
1499672042.256182194,-1.015584826,-1.873792291,0.222748458,-0.005241373,-0.002961079,1.589673519,2.681299925,3.000000000,0.000000000,0.000000000,1.514000000,-0.001455733,0.002634538,0.009442287,0.999950909
1499672042.272320271,-1.015607595,-1.873816848,0.222771525,-0.005255715,-0.002971006,1.589675903,2.921999931,4.000000000,0.000000000,0.000000000,1.514000000,-0.001460625,0.002641757,0.009443532,0.999950807
1499672042.288846731,-1.015607595,-1.873816848,0.222771525,-0.005255715,-0.002971006,1.589675903,2.451999903,1.000000000,0.000000000,0.000000000,1.514000000,-0.001460625,0.002641757,0.009443532,0.999950807
1499672042.304231167,-1.015607595,-1.873816848,0.222771525,-0.005255715,-0.002971006,1.589675903,2.254600048,2.000000000,0.000000000,0.000000000,1.514000000,-0.001460625,0.002641757,0.009443532,0.999950807
1499672042.320010900,-1.015607595,-1.873816848,0.222771525,-0.005255715,-0.002971006,1.589675903,2.682300091,3.000000000,0.000000000,0.000000000,1.514000000,-0.001460625,0.002641757,0.009443532,0.999950807
1499672042.336296082,-1.015607595,-1.873816848,0.222771525,-0.005255715,-0.002971006,1.589675903,2.940000057,4.000000000,0.000000000,0.000000000,1.514000000,-0.001460625,0.002641757,0.009443532,0.999950807
1499672042.352111340,-1.015607595,-1.873816848,0.222771525,-0.005255715,-0.002971006,1.589675903,2.446000099,1.000000000,0.000000000,0.000000000,1.514000000,-0.001460625,0.002641757,0.009443532,0.999950807
1499672042.368053675,-1.015581608,-1.873792768,0.222769544,-0.005125606,-0.002952914,1.589746118,2.253599882,2.000000000,0.000000000,0.000000000,1.514000000,-0.001460625,0.002641757,0.009443532,0.999950807
1499672042.384076834,-1.015581608,-1.873792768,0.222769544,-0.005125606,-0.002952914,1.589746118,2.684299946,3.000000000,0.000000000,0.000000000,1.514000000,-0.001452103,0.002576671,0.009478480,0.999950710
1499672042.400088787,-1.015581608,-1.873792768,0.222769544,-0.005125606,-0.002952914,1.589746118,2.898999929,4.000000000,0.000000000,0.000000000,1.514000000,-0.001452103,0.002576671,0.009478480,0.999950710
1499672042.416007757,-1.015581608,-1.873792768,0.222769544,-0.005125606,-0.002952914,1.589746118,2.483999968,1.000000000,0.000000000,0.000000000,1.514000000,-0.001452103,0.002576671,0.009478480,0.999950710
1499672042.433681965,-1.015591264,-1.873815894,0.222803012,-0.005231503,-0.002996058,1.589629531,2.210599899,2.000000000,0.000000000,0.000000000,1.514000000,-0.001473326,0.002629736,0.009420367,0.999951120
1499672042.448095798,-1.015582919,-1.873817444,0.222799197,-0.005211248,-0.002963077,1.589662194,2.692300081,3.000000000,0.000000000,0.000000000,1.514000000,-0.001456889,0.002619477,0.009436578,0.999951011
1499672042.463995457,-1.015582919,-1.873817444,0.222799197,-0.005211248,-0.002963077,1.589662194,2.895999908,4.000000000,0.000000000,0.000000000,1.514000000,-0.001456889,0.002619477,0.009436578,0.999951011
1499672042.480043411,-1.015604615,-1.873818994,0.222798780,-0.005181441,-0.002914613,1.589717388,2.440999985,1.000000000,0.000000000,0.000000000,1.514000000,-0.001432727,0.002604386,0.009464142,0.999950819
1499672042.495889664,-1.015595555,-1.873797297,0.222797409,-0.005177917,-0.002955991,1.589707851,2.250600100,2.000000000,0.000000000,0.000000000,1.514000000,-0.001453444,0.002602813,0.009459430,0.999950861
1499672042.512207508,-1.015595555,-1.873797297,0.222797409,-0.005177917,-0.002955991,1.589707851,2.690299988,3.000000000,0.000000000,0.000000000,1.514000000,-0.001453444,0.002602813,0.009459430,0.999950861
1499672042.528241158,-1.015595555,-1.873797297,0.222797409,-0.005177917,-0.002955991,1.589707851,2.894999981,4.000000000,0.000000000,0.000000000,1.514000000,-0.001453444,0.002602813,0.009459430,0.999950861
1499672042.543946028,-1.015583158,-1.873795033,0.222789183,-0.005132353,-0.002991788,1.589673638,2.444999933,1.000000000,0.000000000,0.000000000,1.514000000,-0.001471601,0.002580176,0.009442331,0.999951029
1499672042.560443401,-1.015583158,-1.873795033,0.222789183,-0.005132353,-0.002991788,1.589673638,2.266599894,2.000000000,0.000000000,0.000000000,1.514000000,-0.001471601,0.002580176,0.009442331,0.999951029
1499672042.576240778,-1.015597701,-1.873800516,0.222783327,-0.005220051,-0.003016346,1.589689493,2.687299967,3.000000000,0.000000000,0.000000000,1.514000000,-0.001483445,0.002624150,0.009450309,0.999950782
1499672042.592037201,-1.015597701,-1.873800516,0.222783327,-0.005220051,-0.003016346,1.589689493,2.888000011,4.000000000,0.000000000,0.000000000,1.514000000,-0.001483445,0.002624150,0.009450309,0.999950782
1499672042.608118534,-1.015597701,-1.873800516,0.222783327,-0.005220051,-0.003016346,1.589689493,2.448999882,1.000000000,0.000000000,0.000000000,1.514000000,-0.001483445,0.002624150,0.009450309,0.999950782
1499672042.624419451,-1.015578389,-1.873788953,0.222764984,-0.005159934,-0.002889745,1.589708447,2.249599934,2.000000000,0.000000000,0.000000000,1.514000000,-0.001420407,0.002593509,0.009459626,0.999950819
1499672042.640062571,-1.015578389,-1.873788953,0.222764984,-0.005159934,-0.002889745,1.589708447,2.686300039,3.000000000,0.000000000,0.000000000,1.514000000,-0.001420407,0.002593509,0.009459626,0.999950819
1499672042.656166792,-1.015588760,-1.873801827,0.222767994,-0.005174560,-0.002974005,1.589716673,2.894000053,4.000000000,0.000000000,0.000000000,1.514000000,-0.001462455,0.002601225,0.009463834,0.999950716
1499672042.672037363,-1.015586853,-1.873796225,0.222769439,-0.005185039,-0.002902666,1.589645505,2.448999882,1.000000000,0.000000000,0.000000000,1.514000000,-0.001426830,0.002606077,0.009428178,0.999951114
1499672042.687996864,-1.015586853,-1.873796225,0.222769439,-0.005185039,-0.002902666,1.589645505,2.254600048,2.000000000,0.000000000,0.000000000,1.514000000,-0.001426830,0.002606077,0.009428178,0.999951114
1499672042.704640627,-1.015586853,-1.873796225,0.222769439,-0.005185039,-0.002902666,1.589645505,2.690299988,3.000000000,0.000000000,0.000000000,1.514000000,-0.001426830,0.002606077,0.009428178,0.999951114
1499672042.720168591,-1.015586853,-1.873796225,0.222769439,-0.005185039,-0.002902666,1.589645505,2.891999960,4.000000000,0.000000000,0.000000000,1.514000000,-0.001426830,0.002606077,0.009428178,0.999951114
1499672042.735980749,-1.015586853,-1.873796225,0.222769439,-0.005185039,-0.002902666,1.589645505,2.454999924,1.000000000,0.000000000,0.000000000,1.514000000,-0.001426830,0.002606077,0.009428178,0.999951114
1499672042.752077579,-1.015592694,-1.873802185,0.222791851,-0.005183227,-0.002957433,1.589686990,2.253599882,2.000000000,0.000000000,0.000000000,1.514000000,-0.001454167,0.002605459,0.009448983,0.999950945
1499672042.768415451,-1.015564919,-1.873787403,0.222754493,-0.005196415,-0.002989183,1.589644670,2.692300081,3.000000000,0.000000000,0.000000000,1.514000000,-0.001470034,0.002612171,0.009427876,0.999950994
1499672042.783925295,-1.015564919,-1.873787403,0.222754493,-0.005196415,-0.002989183,1.589644670,2.931999922,4.000000000,0.000000000,0.000000000,1.514000000,-0.001470034,0.002612171,0.009427876,0.999950994
1499672042.799926043,-1.015597701,-1.873813868,0.222762823,-0.005201282,-0.002847785,1.589704871,2.482000113,1.000000000,0.000000000,0.000000000,1.514000000,-0.001399237,0.002613981,0.009457831,0.999950904
1499672042.816328049,-1.015597701,-1.873813868,0.222762823,-0.005201282,-0.002847785,1.589704871,2.217600107,2.000000000,0.000000000,0.000000000,1.514000000,-0.001399237,0.002613981,0.009457831,0.999950904
1499672042.832166910,-1.015574455,-1.873801947,0.222776517,-0.005146607,-0.002969413,1.589645863,2.695300102,3.000000000,0.000000000,0.000000000,1.514000000,-0.001460383,0.002587177,0.009428446,0.999951156
1499672042.847942829,-1.015566111,-1.873803735,0.222753853,-0.005144726,-0.002895657,1.589673758,2.891999960,4.000000000,0.000000000,0.000000000,1.514000000,-0.001423479,0.002585908,0.009442259,0.999950988
1499672042.864350557,-1.015566111,-1.873803735,0.222753853,-0.005144726,-0.002895657,1.589673758,2.440000057,1.000000000,0.000000000,0.000000000,1.514000000,-0.001423479,0.002585908,0.009442259,0.999950988
1499672042.880069971,-1.015566111,-1.873803735,0.222753853,-0.005144726,-0.002895657,1.589673758,2.221600056,2.000000000,0.000000000,0.000000000,1.514000000,-0.001423479,0.002585908,0.009442259,0.999950988
1499672042.896041393,-1.015592217,-1.873782158,0.222761497,-0.005145814,-0.002925273,1.589716673,2.689300060,3.000000000,0.000000000,0.000000000,1.514000000,-0.001438226,0.002586623,0.009463750,0.999950777
1499672042.912258625,-1.015592217,-1.873782158,0.222761497,-0.005145814,-0.002925273,1.589716673,2.887000084,4.000000000,0.000000000,0.000000000,1.514000000,-0.001438226,0.002586623,0.009463750,0.999950777
1499672042.928073645,-1.015592217,-1.873782158,0.222761497,-0.005145814,-0.002925273,1.589716673,2.444999933,1.000000000,0.000000000,0.000000000,1.514000000,-0.001438226,0.002586623,0.009463750,0.999950777
1499672042.944621325,-1.015588522,-1.873790264,0.222747266,-0.005181968,-0.002836760,1.589673758,2.267600060,2.000000000,0.000000000,0.000000000,1.514000000,-0.001393857,0.002604250,0.009442210,0.999951048
1499672042.960017443,-1.015588522,-1.873790264,0.222747266,-0.005181968,-0.002836760,1.589673758,2.693300009,3.000000000,0.000000000,0.000000000,1.514000000,-0.001393857,0.002604250,0.009442210,0.999951048
1499672042.976411343,-1.015602827,-1.873803377,0.222738937,-0.005240645,-0.003007904,1.589663625,2.891000032,4.000000000,0.000000000,0.000000000,1.514000000,-0.001479160,0.002634388,0.009437416,0.999950891
1499672042.991934061,-1.015602827,-1.873803377,0.222738937,-0.005240645,-0.003007904,1.589663625,2.447999954,1.000000000,0.000000000,0.000000000,1.514000000,-0.001479160,0.002634388,0.009437416,0.999950891
1499672043.008102655,-1.015564919,-1.873806477,0.222757831,-0.005190747,-0.002885381,1.589711905,2.222599983,2.000000000,0.000000000,0.000000000,1.514000000,-0.001418075,0.002608896,0.009461329,0.999950819
1499672043.024077654,-1.015599728,-1.873810410,0.222755626,-0.005261531,-0.002969260,1.589654326,2.692300081,3.000000000,0.000000000,0.000000000,1.514000000,-0.001459753,0.002644641,0.009432745,0.999951036
1499672043.039942026,-1.015599728,-1.873810410,0.222755626,-0.005261531,-0.002969260,1.589654326,2.907000065,4.000000000,0.000000000,0.000000000,1.514000000,-0.001459753,0.002644641,0.009432745,0.999951036
1499672043.056318998,-1.015599728,-1.873810410,0.222755626,-0.005261531,-0.002969260,1.589654326,2.451999903,1.000000000,0.000000000,0.000000000,1.514000000,-0.001459753,0.002644641,0.009432745,0.999951036
1499672043.072024107,-1.015596032,-1.873789072,0.222761661,-0.005085301,-0.002853869,1.589739203,2.258599997,2.000000000,0.000000000,0.000000000,1.514000000,-0.001402783,0.002556046,0.009474912,0.999950873
1499672043.088234186,-1.015596032,-1.873789072,0.222761661,-0.005085301,-0.002853869,1.589739203,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001402783,0.002556046,0.009474912,0.999950873
1499672043.104071856,-1.015591621,-1.873781085,0.222771466,-0.005275546,-0.003044922,1.589633703,2.927999973,4.000000000,0.000000000,0.000000000,1.514000000,-0.001497544,0.002651989,0.009422529,0.999951017
1499672043.119974852,-1.015577674,-1.873788834,0.222746611,-0.005202258,-0.002947034,1.589690924,2.460000038,1.000000000,0.000000000,0.000000000,1.514000000,-0.001448873,0.002614928,0.009450922,0.999950885
1499672043.135923624,-1.015577674,-1.873788834,0.222746611,-0.005202258,-0.002947034,1.589690924,2.242599964,2.000000000,0.000000000,0.000000000,1.514000000,-0.001448873,0.002614928,0.009450922,0.999950885
1499672043.152108669,-1.015577674,-1.873788834,0.222746611,-0.005202258,-0.002947034,1.589690924,2.690299988,3.000000000,0.000000000,0.000000000,1.514000000,-0.001448873,0.002614928,0.009450922,0.999950885
1499672043.168482065,-1.015610456,-1.873807073,0.222735420,-0.005243156,-0.002898747,1.589701653,2.891000032,4.000000000,0.000000000,0.000000000,1.514000000,-0.001424523,0.002635155,0.009456325,0.999950784
1499672043.184159040,-1.015610456,-1.873807073,0.222735420,-0.005243156,-0.002898747,1.589701653,2.441999912,1.000000000,0.000000000,0.000000000,1.514000000,-0.001424523,0.002635155,0.009456325,0.999950784
1499672043.200045586,-1.015575767,-1.873802900,0.222749949,-0.005203901,-0.003000922,1.589690804,2.248600006,2.000000000,0.000000000,0.000000000,1.514000000,-0.001475808,0.002616003,0.009450951,0.999950783
1499672043.216609001,-1.015575767,-1.873802900,0.222749949,-0.005203901,-0.003000922,1.589690804,2.697299957,3.000000000,0.000000000,0.000000000,1.514000000,-0.001475808,0.002616003,0.009450951,0.999950783
1499672043.232024431,-1.015575767,-1.873802900,0.222749949,-0.005203901,-0.003000922,1.589690804,2.891999960,4.000000000,0.000000000,0.000000000,1.514000000,-0.001475808,0.002616003,0.009450951,0.999950783
1499672043.248276711,-1.015575767,-1.873802900,0.222749949,-0.005203901,-0.003000922,1.589690804,2.483999968,1.000000000,0.000000000,0.000000000,1.514000000,-0.001475808,0.002616003,0.009450951,0.999950783
1499672043.264078617,-1.015575767,-1.873802900,0.222749949,-0.005203901,-0.003000922,1.589690804,2.214600086,2.000000000,0.000000000,0.000000000,1.514000000,-0.001475808,0.002616003,0.009450951,0.999950783
1499672043.280153513,-1.015571833,-1.873806715,0.222757906,-0.005302842,-0.002884159,1.589617729,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001417059,0.002664868,0.009414329,0.999951163
1499672043.296204329,-1.015593410,-1.873795152,0.222776189,-0.005183706,-0.002951868,1.589689851,2.900000095,4.000000000,0.000000000,0.000000000,1.514000000,-0.001451378,0.002605674,0.009450410,0.999950945
1499672043.312028170,-1.015593410,-1.873795152,0.222776189,-0.005183706,-0.002951868,1.589689851,2.447999954,1.000000000,0.000000000,0.000000000,1.514000000,-0.001451378,0.002605674,0.009450410,0.999950945
1499672043.328359127,-1.015611410,-1.873793840,0.222783014,-0.005226959,-0.003055154,1.589673877,2.248600006,2.000000000,0.000000000,0.000000000,1.514000000,-0.001502836,0.002627775,0.009442567,0.999950849
1499672043.344193935,-1.015611410,-1.873793840,0.222783014,-0.005226959,-0.003055154,1.589673877,2.651299953,3.000000000,0.000000000,0.000000000,1.514000000,-0.001502836,0.002627775,0.009442567,0.999950849
1499672043.360044241,-1.015611410,-1.873793840,0.222783014,-0.005226959,-0.003055154,1.589673877,2.891999960,4.000000000,0.000000000,0.000000000,1.514000000,-0.001502836,0.002627775,0.009442567,0.999950849
1499672043.376019716,-1.015585542,-1.873792648,0.222765759,-0.005232039,-0.003071030,1.589674711,2.446000099,1.000000000,0.000000000,0.000000000,1.514000000,-0.001510748,0.002630391,0.009443055,0.999950806
1499672043.392370462,-1.015597224,-1.873791575,0.222744688,-0.005274658,-0.002870424,1.589644313,2.247600079,2.000000000,0.000000000,0.000000000,1.514000000,-0.001510748,0.002630391,0.009443055,0.999950806
1499672043.408363819,-1.015597224,-1.873791575,0.222744688,-0.005274658,-0.002870424,1.589644313,2.689300060,3.000000000,0.000000000,0.000000000,1.514000000,-0.001410289,0.002650731,0.009427567,0.999951096
1499672043.423974752,-1.015611649,-1.873781204,0.222778216,-0.005187701,-0.003003072,1.589662433,2.897000074,4.000000000,0.000000000,0.000000000,1.514000000,-0.001476996,0.002607893,0.009436739,0.999950969
1499672043.440374374,-1.015611649,-1.873781204,0.222778216,-0.005187701,-0.003003072,1.589662433,2.446000099,1.000000000,0.000000000,0.000000000,1.514000000,-0.001476996,0.002607893,0.009436739,0.999950969
1499672043.456192970,-1.015611649,-1.873781204,0.222778216,-0.005187701,-0.003003072,1.589662433,2.216599941,2.000000000,0.000000000,0.000000000,1.514000000,-0.001476996,0.002607893,0.009436739,0.999950969
1499672043.472560883,-1.015611649,-1.873781204,0.222778216,-0.005187701,-0.003003072,1.589662433,2.691299915,3.000000000,0.000000000,0.000000000,1.514000000,-0.001476996,0.002607893,0.009436739,0.999950969
1499672043.488014936,-1.015611649,-1.873781204,0.222778216,-0.005187701,-0.003003072,1.589662433,2.894999981,4.000000000,0.000000000,0.000000000,1.514000000,-0.001476996,0.002607893,0.009436739,0.999950969
1499672043.504145384,-1.015591860,-1.873795152,0.222765267,-0.005202753,-0.002879933,1.589735389,2.440999985,1.000000000,0.000000000,0.000000000,1.514000000,-0.001415263,0.002614890,0.009473131,0.999950735
1499672043.520157337,-1.015580535,-1.873775601,0.222760648,-0.005147490,-0.002920484,1.589724541,2.222599983,2.000000000,0.000000000,0.000000000,1.514000000,-0.001435814,0.002587444,0.009467707,0.999950777
1499672043.536348104,-1.015580535,-1.873775601,0.222760648,-0.005147490,-0.002920484,1.589724541,2.685300112,3.000000000,0.000000000,0.000000000,1.514000000,-0.001435814,0.002587444,0.009467707,0.999950777
1499672043.552053690,-1.015580535,-1.873775601,0.222760648,-0.005147490,-0.002920484,1.589724541,2.901999950,4.000000000,0.000000000,0.000000000,1.514000000,-0.001435814,0.002587444,0.009467707,0.999950777
1499672043.568167925,-1.015580535,-1.873775601,0.222760648,-0.005147490,-0.002920484,1.589724541,2.454999924,1.000000000,0.000000000,0.000000000,1.514000000,-0.001435814,0.002587444,0.009467707,0.999950777
1499672043.584062576,-1.015580535,-1.873775601,0.222760648,-0.005147490,-0.002920484,1.589724541,2.256599903,2.000000000,0.000000000,0.000000000,1.514000000,-0.001435814,0.002587444,0.009467707,0.999950777
1499672043.600112915,-1.015590787,-1.873796701,0.222773537,-0.005206004,-0.002960652,1.589673758,2.696300030,3.000000000,0.000000000,0.000000000,1.514000000,-0.001455686,0.002616852,0.009442387,0.999950927
1499672043.615906715,-1.015590787,-1.873796701,0.222773537,-0.005206004,-0.002960652,1.589673758,2.903000116,4.000000000,0.000000000,0.000000000,1.514000000,-0.001455686,0.002616852,0.009442387,0.999950927
1499672043.632131815,-1.015590787,-1.873796701,0.222773537,-0.005206004,-0.002960652,1.589673758,2.486999989,1.000000000,0.000000000,0.000000000,1.514000000,-0.001455686,0.002616852,0.009442387,0.999950927
1499672043.648402214,-1.015596390,-1.873782158,0.222775936,-0.005312308,-0.002999787,1.589621186,2.218600035,2.000000000,0.000000000,0.000000000,1.514000000,-0.001474821,0.002670148,0.009416216,0.999951000
1499672043.664031506,-1.015596390,-1.873782158,0.222775936,-0.005312308,-0.002999787,1.589621186,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001474821,0.002670148,0.009416216,0.999951000
1499672043.679972887,-1.015586853,-1.873792768,0.222789004,-0.005219398,-0.002964240,1.589642882,2.891999960,4.000000000,0.000000000,0.000000000,1.514000000,-0.001457457,0.002623544,0.009426976,0.999951096
1499672043.696178198,-1.015592813,-1.873788595,0.222745746,-0.005283003,-0.002895448,1.589638591,2.479000092,1.000000000,0.000000000,0.000000000,1.514000000,-0.001422769,0.002655017,0.009424739,0.999950977
1499672043.712043047,-1.015592813,-1.873788595,0.222745746,-0.005283003,-0.002895448,1.589638591,2.247600079,2.000000000,0.000000000,0.000000000,1.514000000,-0.001422769,0.002655017,0.009424739,0.999950977
1499672043.728179216,-1.015587807,-1.873797655,0.222751111,-0.005218698,-0.002896688,1.589643717,2.686300039,3.000000000,0.000000000,0.000000000,1.514000000,-0.001423685,0.002622876,0.009427267,0.999951054
1499672043.743932486,-1.015587807,-1.873797655,0.222751111,-0.005218698,-0.002896688,1.589643717,2.898999929,4.000000000,0.000000000,0.000000000,1.514000000,-0.001423685,0.002622876,0.009427267,0.999951054
1499672043.760097980,-1.015587807,-1.873797655,0.222751111,-0.005218698,-0.002896688,1.589643717,2.473000050,1.000000000,0.000000000,0.000000000,1.514000000,-0.001423685,0.002622876,0.009427267,0.999951054
1499672043.776245117,-1.015586615,-1.873785019,0.222750932,-0.005170024,-0.002983308,1.589684129,2.246599913,2.000000000,0.000000000,0.000000000,1.514000000,-0.001467170,0.002598978,0.009447574,0.999950885
1499672043.792306423,-1.015586615,-1.873785019,0.222750932,-0.005170024,-0.002983308,1.589684129,2.688299894,3.000000000,0.000000000,0.000000000,1.514000000,-0.001467170,0.002598978,0.009447574,0.999950885
1499672043.807950258,-1.015586615,-1.873785019,0.222750932,-0.005170024,-0.002983308,1.589684129,2.930000067,4.000000000,0.000000000,0.000000000,1.514000000,-0.001467170,0.002598978,0.009447574,0.999950885
1499672043.824853897,-1.015603781,-1.873800516,0.222765639,-0.005192909,-0.003006971,1.589680076,2.463999987,1.000000000,0.000000000,0.000000000,1.514000000,-0.001478898,0.002610529,0.009445640,0.999950867
1499672043.839975595,-1.015603781,-1.873800516,0.222765639,-0.005192909,-0.003006971,1.589680076,2.254600048,2.000000000,0.000000000,0.000000000,1.514000000,-0.001478898,0.002610529,0.009445640,0.999950867
1499672043.856019735,-1.015580297,-1.873797655,0.222773105,-0.005145071,-0.002931391,1.589689016,2.686300039,3.000000000,0.000000000,0.000000000,1.514000000,-0.001441324,0.002586260,0.009449933,0.999950945
1499672043.872173309,-1.015580297,-1.873797655,0.222773105,-0.005145071,-0.002931391,1.589689016,2.894999981,4.000000000,0.000000000,0.000000000,1.514000000,-0.001441324,0.002586260,0.009449933,0.999950945
1499672043.888181925,-1.015580297,-1.873797655,0.222773105,-0.005145071,-0.002931391,1.589689016,2.446000099,1.000000000,0.000000000,0.000000000,1.514000000,-0.001441324,0.002586260,0.009449933,0.999950945
