t, viconX, viconY, viconZ, viconXd, viconYd, viconZd, viconRo, viconPi, viconYa, px4X, px4Y, px4Z, px4Xd, px4Yd, px4Zd, px4Lidar, px4Ro, px4Pi, px4Ya, flowX, flowY, flowZ, flowPsr, uwbD, uwbAntId, uwbRspdrId, uwbRqstrId
1502109980.821312666,-1.608890772,0.990173697,0.213226333,0.000032097,0.000003856,-0.000077128,0.011172937,-0.007243903,1.588512182,1.320000000,1.680000000,0.110000000,0.000000000,0.000000000,-0.010000000,-0.024783675,0.031415927,-0.179768913,0.130000000,0.000000000,0.000000000,0.000000000,0.000000000,2.899399996,0.000000000,1.000000000,2.000000000
1502109980.821354628,-1.608890772,0.990173697,0.213226333,0.000032097,0.000003856,-0.000077128,0.011172937,-0.007243903,1.588512182,1.320000000,1.680000000,0.110000000,0.000000000,0.000000000,-0.010000000,-0.024783675,0.031415927,-0.179768913,0.130000000,0.000000000,0.000000000,0.000000000,0.000000000,3.488699913,0.000000000,0.000000000,3.000000000
1502109980.846160412,-1.608910203,0.990199506,0.213265866,0.000022300,0.000054135,-0.000072720,0.011264188,-0.007204654,1.588550806,1.320000000,1.680000000,0.110000000,0.000000000,0.000000000,-0.010000000,-0.024783675,0.031415927,-0.179768913,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,3.045000076,1.000000000,0.000000000,2.000000000
1502109980.846283913,-1.608910203,0.990199506,0.213265866,0.000022300,0.000054135,-0.000072720,0.011264188,-0.007204654,1.588550806,1.320000000,1.680000000,0.110000000,0.000000000,0.000000000,-0.010000000,-0.024783675,0.031415927,-0.179768913,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,3.316400051,1.000000000,1.000000000,3.000000000
1502109980.871373892,-1.608910203,0.990199506,0.213265866,0.000022300,0.000054135,-0.000072720,0.011264188,-0.007204654,1.588550806,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024783675,0.031415927,-0.179245314,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,2.697999954,1.000000000,1.000000000,2.000000000
1502109980.871621847,-1.608910203,0.990199506,0.213265866,0.000022300,0.000054135,-0.000072720,0.011264188,-0.007204654,1.588550806,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024783675,0.031415927,-0.179245314,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.778399944,1.000000000,0.000000000,3.000000000
1502109980.912304878,-1.608896613,0.990161479,0.213253051,0.000041538,0.000027077,-0.000063228,0.011234562,-0.007264805,1.588494658,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024783675,0.031415927,-0.179070781,0.220000000,0.000000000,0.000000000,0.000000000,0.000000000,3.409399986,0.000000000,0.000000000,2.000000000
1502109980.912347555,-1.608896613,0.990161479,0.213253051,0.000041538,0.000027077,-0.000063228,0.011234562,-0.007264805,1.588494658,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024783675,0.031415927,-0.179070781,0.220000000,0.000000000,0.000000000,0.000000000,0.000000000,3.156699896,0.000000000,1.000000000,3.000000000
1502109980.937240601,-1.608896613,0.990161479,0.213253051,0.000041538,0.000027077,-0.000063228,0.011234562,-0.007264805,1.588494658,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024783675,0.031415927,-0.179245314,0.180000000,0.000000000,0.000000000,0.000000000,0.000000000,2.899399996,0.000000000,1.000000000,2.000000000
1502109980.937785864,-1.608896613,0.990161479,0.213253051,0.000041538,0.000027077,-0.000063228,0.011234562,-0.007264805,1.588494658,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024783675,0.031415927,-0.179245314,0.180000000,0.000000000,0.000000000,0.000000000,0.000000000,3.527699947,0.000000000,0.000000000,3.000000000
1502109980.962140560,-1.608889103,0.990180969,0.213255122,0.000045613,0.000016092,-0.000058096,0.011190722,-0.007207534,1.588468432,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031415927,-0.179070781,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,3.072999954,1.000000000,0.000000000,2.000000000
1502109980.962178707,-1.608889103,0.990180969,0.213255122,0.000045613,0.000016092,-0.000058096,0.011190722,-0.007207534,1.588468432,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031415927,-0.179070781,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,3.321399927,1.000000000,1.000000000,3.000000000
1502109980.987418652,-1.608857989,0.990157485,0.213269979,0.000059759,-0.000012132,-0.000052566,0.011147003,-0.007019787,1.588367462,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.178896248,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,2.697999954,1.000000000,1.000000000,2.000000000
1502109980.987442493,-1.608857989,0.990157485,0.213269979,0.000059759,-0.000012132,-0.000052566,0.011147003,-0.007019787,1.588367462,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.178896248,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,3.776400089,1.000000000,0.000000000,3.000000000
1502109981.028617620,-1.608857989,0.990157485,0.213269979,0.000059759,-0.000012132,-0.000052566,0.011147003,-0.007019787,1.588367462,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.178721715,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,3.369400024,0.000000000,0.000000000,2.000000000
1502109981.028655052,-1.608857989,0.990157485,0.213269979,0.000059759,-0.000012132,-0.000052566,0.011147003,-0.007019787,1.588367462,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.178721715,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,3.153700113,0.000000000,1.000000000,3.000000000
1502109981.053273678,-1.608894944,0.990143895,0.213242382,0.000068531,-0.000052113,-0.000086628,0.011175578,-0.007148801,1.588526726,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.178547182,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,2.901400089,0.000000000,1.000000000,2.000000000
1502109981.053969145,-1.608894944,0.990143895,0.213242382,0.000068531,-0.000052113,-0.000086628,0.011175578,-0.007148801,1.588526726,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.178547182,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,3.492700100,0.000000000,0.000000000,3.000000000
1502109981.078289509,-1.608878613,0.990191698,0.213253319,0.000071701,-0.000015717,-0.000062386,0.011327148,-0.007205500,1.588459849,1.320000000,1.670000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.178372650,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,3.039000034,1.000000000,0.000000000,2.000000000
1502109981.078317881,-1.608878613,0.990191698,0.213253319,0.000071701,-0.000015717,-0.000062386,0.011327148,-0.007205500,1.588459849,1.320000000,1.670000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.178372650,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,3.321399927,1.000000000,1.000000000,3.000000000
1502109981.103801727,-1.608878613,0.990191698,0.213253319,0.000071701,-0.000015717,-0.000062386,0.011327148,-0.007205500,1.588459849,1.320000000,1.670000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.178372650,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,2.697999954,1.000000000,1.000000000,2.000000000
1502109981.103836298,-1.608878613,0.990191698,0.213253319,0.000071701,-0.000015717,-0.000062386,0.011327148,-0.007205500,1.588459849,1.320000000,1.670000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.178372650,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,3.777400017,1.000000000,0.000000000,3.000000000
1502109981.144394159,-1.608882427,0.990169525,0.213286072,0.000060898,0.000015951,-0.000020759,0.011331744,-0.007212767,1.588488579,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.025132741,0.031590459,-0.178198117,0.130000000,0.000000000,0.000000000,0.000000000,0.000000000,3.341399908,0.000000000,0.000000000,2.000000000
1502109981.144426107,-1.608882427,0.990169525,0.213286072,0.000060898,0.000015951,-0.000020759,0.011331744,-0.007212767,1.588488579,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.025132741,0.031590459,-0.178198117,0.130000000,0.000000000,0.000000000,0.000000000,0.000000000,3.155699968,0.000000000,1.000000000,3.000000000
1502109981.169222116,-1.608893991,0.990166068,0.213290602,0.000049614,0.000008982,0.000016423,0.011232286,-0.007214008,1.588499188,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.178023584,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,2.896399975,0.000000000,1.000000000,2.000000000
1502109981.169502020,-1.608893991,0.990166068,0.213290602,0.000049614,0.000008982,0.000016423,0.011232286,-0.007214008,1.588499188,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.178023584,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,3.490700006,0.000000000,0.000000000,3.000000000
1502109981.194287777,-1.608899474,0.990170598,0.213334531,0.000033567,0.000007987,0.000093742,0.011271800,-0.007123207,1.588482618,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.178198117,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.078999996,1.000000000,0.000000000,2.000000000
1502109981.194863319,-1.608899474,0.990170598,0.213334531,0.000033567,0.000007987,0.000093742,0.011271800,-0.007123207,1.588482618,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.178198117,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.317399979,1.000000000,1.000000000,3.000000000
1502109981.219300747,-1.608924985,0.990161002,0.213285774,-0.000007550,-0.000003282,0.000102774,0.011091056,-0.007149922,1.588500500,1.320000000,1.670000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.177849051,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,2.698999882,1.000000000,1.000000000,2.000000000
1502109981.219715118,-1.608924985,0.990161002,0.213285774,-0.000007550,-0.000003282,0.000102774,0.011091056,-0.007149922,1.588500500,1.320000000,1.670000000,0.120000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.177849051,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,3.776400089,1.000000000,0.000000000,3.000000000
1502109981.260077238,-1.608887076,0.990154088,0.213258237,-0.000013754,-0.000006679,0.000093122,0.011189796,-0.007233006,1.588468671,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031764992,-0.177674518,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.357399940,0.000000000,0.000000000,2.000000000
1502109981.260189772,-1.608887076,0.990154088,0.213258237,-0.000013754,-0.000006679,0.000093122,0.011189796,-0.007233006,1.588468671,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031764992,-0.177674518,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.158699989,0.000000000,1.000000000,3.000000000
1502109981.285607100,-1.608911991,0.990161479,0.213274330,-0.000032528,-0.000027704,0.000068019,0.011253519,-0.007177913,1.588482857,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.024958208,0.031764992,-0.177499985,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,2.860399961,0.000000000,1.000000000,2.000000000
1502109981.286064625,-1.608911991,0.990161479,0.213274330,-0.000032528,-0.000027704,0.000068019,0.011253519,-0.007177913,1.588482857,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.024958208,0.031764992,-0.177499985,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,3.524699926,0.000000000,0.000000000,3.000000000
1502109981.310438156,-1.608895063,0.990149677,0.213243812,-0.000027825,-0.000043685,0.000028134,0.011063235,-0.007126648,1.588465571,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031590459,-0.177325452,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,3.069000006,1.000000000,0.000000000,2.000000000
1502109981.310537815,-1.608895063,0.990149677,0.213243812,-0.000027825,-0.000043685,0.000028134,0.011063235,-0.007126648,1.588465571,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031590459,-0.177325452,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,3.321399927,1.000000000,1.000000000,3.000000000
1502109981.335292101,-1.608874440,0.990171552,0.213251635,-0.000001212,-0.000032437,0.000003458,0.011225500,-0.007088903,1.588447332,1.320000000,1.670000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.177325452,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.787400007,1.000000000,0.000000000,3.000000000
1502109981.335559845,-1.608874440,0.990171552,0.213251635,-0.000001212,-0.000032437,0.000003458,0.011225500,-0.007088903,1.588447332,1.320000000,1.670000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.177325452,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,2.697000027,1.000000000,1.000000000,2.000000000
1502109981.376227140,-1.608874440,0.990171552,0.213251635,-0.000001212,-0.000032437,0.000003458,0.011225500,-0.007088903,1.588447332,1.320000000,1.670000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.177325452,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.155699968,0.000000000,1.000000000,3.000000000
1502109981.376466274,-1.608874440,0.990171552,0.213251635,-0.000001212,-0.000032437,0.000003458,0.011225500,-0.007088903,1.588447332,1.320000000,1.670000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.177325452,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.406399965,0.000000000,0.000000000,2.000000000
1502109981.401437283,-1.608928680,0.990140378,0.213295937,-0.000015379,-0.000072862,0.000021607,0.011100425,-0.007060328,1.588472128,1.320000000,1.670000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.177150919,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,3.523699999,0.000000000,0.000000000,3.000000000
1502109981.402050018,-1.608928680,0.990140378,0.213295937,-0.000015379,-0.000072862,0.000021607,0.011100425,-0.007060328,1.588472128,1.320000000,1.670000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.177150919,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,2.858400106,0.000000000,1.000000000,2.000000000
1502109981.426395655,-1.608928680,0.990140378,0.213295937,-0.000015379,-0.000072862,0.000021607,0.011100425,-0.007060328,1.588472128,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.177150919,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,3.069000006,1.000000000,0.000000000,2.000000000
1502109981.426424026,-1.608928680,0.990140378,0.213295937,-0.000015379,-0.000072862,0.000021607,0.011100425,-0.007060328,1.588472128,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.177150919,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,3.319400072,1.000000000,1.000000000,3.000000000
1502109981.451301813,-1.608893752,0.990185142,0.213309437,-0.000009838,-0.000007030,0.000044934,0.011191308,-0.007031149,1.588438034,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.176976386,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,2.700999975,1.000000000,1.000000000,2.000000000
1502109981.451374531,-1.608893752,0.990185142,0.213309437,-0.000009838,-0.000007030,0.000044934,0.011191308,-0.007031149,1.588438034,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.176976386,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.779400110,1.000000000,0.000000000,3.000000000
1502109981.492408752,-1.608895183,0.990201652,0.213253573,-0.000004610,0.000043013,0.000044010,0.011320100,-0.007217225,1.588548779,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.025132741,0.031590459,-0.176801853,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,3.410399914,0.000000000,0.000000000,2.000000000
1502109981.492437601,-1.608895183,0.990201652,0.213253573,-0.000004610,0.000043013,0.000044010,0.011320100,-0.007217225,1.588548779,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.025132741,0.031590459,-0.176801853,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,3.157700062,0.000000000,1.000000000,3.000000000
1502109981.517574549,-1.608856320,0.990186274,0.213247165,0.000035310,0.000085156,-0.000001732,0.011210632,-0.007182823,1.588511348,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.176801853,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.525700092,0.000000000,0.000000000,3.000000000
1502109981.517603636,-1.608856320,0.990186274,0.213247165,0.000035310,0.000085156,-0.000001732,0.011210632,-0.007182823,1.588511348,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.176801853,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,2.902400017,0.000000000,1.000000000,2.000000000
1502109981.542125225,-1.608898997,0.990161002,0.213266656,0.000023279,0.000060097,-0.000026874,0.011201685,-0.007251953,1.588497519,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.176801853,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,3.071000099,1.000000000,0.000000000,2.000000000
1502109981.542563438,-1.608898997,0.990161002,0.213266656,0.000023279,0.000060097,-0.000026874,0.011201685,-0.007251953,1.588497519,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.176801853,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,3.326400042,1.000000000,1.000000000,3.000000000
1502109981.567514420,-1.608898997,0.990161002,0.213266656,0.000023279,0.000060097,-0.000026874,0.011201685,-0.007251953,1.588497519,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.176627320,0.180000000,0.000000000,0.000000000,0.000000000,0.000000000,2.697000027,1.000000000,1.000000000,2.000000000
1502109981.567694187,-1.608898997,0.990161002,0.213266656,0.000023279,0.000060097,-0.000026874,0.011201685,-0.007251953,1.588497519,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031590459,-0.176627320,0.180000000,0.000000000,0.000000000,0.000000000,0.000000000,3.775399923,1.000000000,0.000000000,3.000000000
1502109981.608208418,-1.608910084,0.990199208,0.213262528,0.000017639,0.000063038,-0.000027813,0.011202685,-0.007186345,1.588502169,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031590459,-0.176452787,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,3.403399944,0.000000000,0.000000000,2.000000000
1502109981.608396530,-1.608910084,0.990199208,0.213262528,0.000017639,0.000063038,-0.000027813,0.011202685,-0.007186345,1.588502169,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031590459,-0.176452787,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,3.158699989,0.000000000,1.000000000,3.000000000
1502109981.633751631,-1.608910084,0.990199208,0.213262528,0.000017639,0.000063038,-0.000027813,0.011202685,-0.007186345,1.588502169,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.025132741,0.031590459,-0.176278254,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.486700058,0.000000000,0.000000000,3.000000000
1502109981.633783817,-1.608910084,0.990199208,0.213262528,0.000017639,0.000063038,-0.000027813,0.011202685,-0.007186345,1.588502169,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.025132741,0.031590459,-0.176278254,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,2.902400017,0.000000000,1.000000000,2.000000000
1502109981.658496618,-1.608900547,0.990153313,0.213279635,-0.000020392,-0.000009621,0.000007538,0.011213137,-0.007222840,1.588500261,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.176103722,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,3.046999931,1.000000000,0.000000000,2.000000000
1502109981.658531666,-1.608900547,0.990153313,0.213279635,-0.000020392,-0.000009621,0.000007538,0.011213137,-0.007222840,1.588500261,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.024958208,0.031764992,-0.176103722,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,3.318399906,1.000000000,1.000000000,3.000000000
1502109981.683637381,-1.608884335,0.990171552,0.213283598,-0.000009795,-0.000011553,0.000020109,0.011231923,-0.007146820,1.588422060,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.025132741,0.031590459,-0.176452787,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,2.694000006,1.000000000,1.000000000,2.000000000
1502109981.683681726,-1.608884335,0.990171552,0.213283598,-0.000009795,-0.000011553,0.000020109,0.011231923,-0.007146820,1.588422060,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.025132741,0.031590459,-0.176452787,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,3.776400089,1.000000000,0.000000000,3.000000000
1502109981.724125147,-1.608918309,0.990173519,0.213284239,-0.000012499,-0.000016715,0.000007691,0.011271403,-0.007227195,1.588548064,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.025132741,0.031415927,-0.175580123,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.413399935,0.000000000,0.000000000,2.000000000
1502109981.724484444,-1.608918309,0.990173519,0.213284239,-0.000012499,-0.000016715,0.000007691,0.011271403,-0.007227195,1.588548064,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,0.000000000,-0.025132741,0.031415927,-0.175580123,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.160700083,0.000000000,1.000000000,3.000000000
1502109981.749440908,-1.608896852,0.990190744,0.213279665,-0.000016761,0.000004180,0.000015651,0.011204259,-0.007132146,1.588434219,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031415927,-0.175754656,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,3.525700092,0.000000000,0.000000000,3.000000000
1502109981.749640942,-1.608896852,0.990190744,0.213279665,-0.000016761,0.000004180,0.000015651,0.011204259,-0.007132146,1.588434219,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031415927,-0.175754656,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,2.899399996,0.000000000,1.000000000,2.000000000
1502109981.774475098,-1.608781099,0.990121722,0.213294759,0.000104424,-0.000053098,0.000038102,0.011226294,-0.007508566,1.587416053,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031415927,-0.175754656,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,3.320400000,1.000000000,1.000000000,3.000000000
1502109981.774763584,-1.608781099,0.990121722,0.213294759,0.000104424,-0.000053098,0.000038102,0.011226294,-0.007508566,1.587416053,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031415927,-0.175754656,0.120000000,0.000000000,0.000000000,0.000000000,0.000000000,3.066999912,1.000000000,0.000000000,2.000000000
1502109981.799427509,-1.608879805,0.990131855,0.213266984,0.000025956,-0.000028565,0.000039757,0.011189783,-0.007237960,1.588326693,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031415927,-0.175929189,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,2.698999882,1.000000000,1.000000000,2.000000000
1502109981.799458981,-1.608879805,0.990131855,0.213266984,0.000025956,-0.000028565,0.000039757,0.011189783,-0.007237960,1.588326693,1.320000000,1.680000000,0.130000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031415927,-0.175929189,0.170000000,0.000000000,0.000000000,0.000000000,0.000000000,3.749399900,1.000000000,0.000000000,3.000000000
1502109981.840423346,-1.608890176,0.990160525,0.213260144,-0.000007046,-0.000008487,-0.000012277,0.011279577,-0.006922941,1.588793159,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.025307274,0.031415927,-0.177499985,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.389400005,0.000000000,0.000000000,2.000000000
1502109981.840469599,-1.608890176,0.990160525,0.213260144,-0.000007046,-0.000008487,-0.000012277,0.011279577,-0.006922941,1.588793159,1.320000000,1.680000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.025307274,0.031415927,-0.177499985,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.152699947,0.000000000,1.000000000,3.000000000
1502109981.865360022,-1.608890176,0.990160525,0.213260144,-0.000007046,-0.000008487,-0.000012277,0.011279577,-0.006922941,1.588793159,1.320000000,1.670000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.025307274,0.031415927,-0.176801853,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,2.903399944,0.000000000,1.000000000,2.000000000
1502109981.865393639,-1.608890176,0.990160525,0.213260144,-0.000007046,-0.000008487,-0.000012277,0.011279577,-0.006922941,1.588793159,1.320000000,1.670000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.025307274,0.031415927,-0.176801853,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,3.527699947,0.000000000,0.000000000,3.000000000
1502109981.890351534,-1.608754158,0.990187109,0.213355377,0.000196923,0.000040301,0.000079997,0.011036978,-0.007609559,1.586547494,1.320000000,1.670000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031415927,-0.174881991,0.220000000,0.000000000,0.000000000,0.000000000,0.000000000,3.072999954,1.000000000,0.000000000,2.000000000
1502109981.890380621,-1.608754158,0.990187109,0.213355377,0.000196923,0.000040301,0.000079997,0.011036978,-0.007609559,1.586547494,1.320000000,1.670000000,0.120000000,0.000000000,0.000000000,-0.010000000,-0.025132741,0.031415927,-0.174881991,0.220000000,0.000000000,0.000000000,0.000000000,0.000000000,3.323400021,1.000000000,1.000000000,3.000000000
1502109981.915405512,-1.608754158,0.990187109,0.213355377,0.000196923,0.000040301,0.000079997,0.011036978,-0.007609559,1.586547494,1.320000000,1.670000000,0.120000000,0.000000000,0.000000000,-0.020000000,-0.025132741,0.030892328,-0.173834793,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,3.778399944,1.000000000,0.000000000,3.000000000
1502109981.915816545,-1.608754158,0.990187109,0.213355377,0.000196923,0.000040301,0.000079997,0.011036978,-0.007609559,1.586547494,1.320000000,1.670000000,0.120000000,0.000000000,0.000000000,-0.020000000,-0.025132741,0.030892328,-0.173834793,0.140000000,0.000000000,0.000000000,0.000000000,0.000000000,2.694000006,1.000000000,1.000000000,2.000000000
