-1.5,-1.5,0.6
-1.5,-1.495,0.6
-1.5,-1.49,0.6
-1.5,-1.485,0.6
-1.5,-1.48,0.6
-1.5,-1.475,0.6
-1.5,-1.47,0.6
-1.5,-1.465,0.6
-1.5,-1.46,0.6
-1.5,-1.455,0.6
-1.5,-1.45,0.6
-1.5,-1.445,0.6
-1.5,-1.44,0.6
-1.5,-1.435,0.6
-1.5,-1.43,0.6
-1.5,-1.425,0.6
-1.5,-1.42,0.6
-1.5,-1.415,0.6
-1.5,-1.41,0.6
-1.5,-1.405,0.6
-1.5,-1.4,0.6
-1.5,-1.395,0.6
-1.5,-1.39,0.6
-1.5,-1.385,0.6
-1.5,-1.38,0.6
-1.5,-1.375,0.6
-1.5,-1.37,0.6
-1.5,-1.365,0.6
-1.5,-1.36,0.6
-1.5,-1.355,0.6
-1.5,-1.35,0.6
-1.5,-1.345,0.6
-1.5,-1.34,0.6
-1.5,-1.335,0.6
-1.5,-1.33,0.6
-1.5,-1.325,0.6
-1.5,-1.32,0.6
-1.5,-1.315,0.6
-1.5,-1.31,0.6
-1.5,-1.305,0.6
-1.5,-1.3,0.6
-1.5,-1.295,0.6
-1.5,-1.29,0.6
-1.5,-1.285,0.6
-1.5,-1.28,0.6
-1.5,-1.275,0.6
-1.5,-1.27,0.6
-1.5,-1.265,0.6
-1.5,-1.26,0.6
-1.5,-1.255,0.6
-1.5,-1.25,0.6
-1.5,-1.245,0.6
-1.5,-1.24,0.6
-1.5,-1.235,0.6
-1.5,-1.23,0.6
-1.5,-1.225,0.6
-1.5,-1.22,0.6
-1.5,-1.215,0.6
-1.5,-1.21,0.6
-1.5,-1.205,0.6
-1.5,-1.2,0.6
-1.5,-1.195,0.6
-1.5,-1.19,0.6
-1.5,-1.185,0.6
-1.5,-1.18,0.6
-1.5,-1.175,0.6
-1.5,-1.17,0.6
-1.5,-1.165,0.6
-1.5,-1.16,0.6
-1.5,-1.155,0.6
-1.5,-1.15,0.6
-1.5,-1.145,0.6
-1.5,-1.14,0.6
-1.5,-1.135,0.6
-1.5,-1.13,0.6
-1.5,-1.125,0.6
-1.5,-1.12,0.6
-1.5,-1.115,0.6
-1.5,-1.11,0.6
-1.5,-1.105,0.6
-1.5,-1.1,0.6
-1.5,-1.095,0.6
