0,-2,0.9
0.0075,-2,0.9
0.015,-2,0.9
0.0225,-2,0.9
0.03,-2,0.9
0.0375,-2,0.9
0.045,-2,0.9
0.0525,-2,0.9
0.06,-2,0.9
0.0675,-2,0.9
0.075,-2,0.9
0.0825,-2,0.9
0.09,-2,0.9
0.0975,-2,0.9
0.105,-2,0.9
0.1125,-2,0.9
0.12,-2,0.9
0.1275,-2,0.9
0.135,-2,0.9
0.1425,-2,0.9
0.15,-2,0.9
0.1575,-2,0.9
0.165,-2,0.9
0.1725,-2,0.9
0.18,-2,0.9
0.1875,-2,0.9
0.195,-2,0.9
0.2025,-2,0.9
0.21,-2,0.9
0.2175,-2,0.9
0.225,-2,0.9
0.2325,-2,0.9
0.24,-2,0.9
0.2475,-2,0.9
0.255,-2,0.9
0.2625,-2,0.9
0.27,-2,0.9
0.2775,-2,0.9
0.285,-2,0.9
0.2925,-2,0.9
0.3,-2,0.9
0.3075,-2,0.9
0.315,-2,0.9
0.3225,-2,0.9
0.33,-2,0.9
0.3375,-2,0.9
0.345,-2,0.9
0.3525,-2,0.9
0.36,-2,0.9
0.3675,-2,0.9
0.375,-2,0.9
0.3825,-2,0.9
0.39,-2,0.9
0.3975,-2,0.9
0.405,-2,0.9
0.4125,-2,0.9
0.42,-2,0.9
0.4275,-2,0.9
0.435,-2,0.9
0.4425,-2,0.9
0.45,-2,0.9
0.4575,-2,0.9
0.465,-2,0.9
0.4725,-2,0.9
0.48,-2,0.9
0.4875,-2,0.9
0.495,-2,0.9
0.5025,-2,0.9
0.51,-2,0.9
0.5175,-2,0.9
0.525,-2,0.9
0.5325,-2,0.9
0.54,-2,0.9
0.5475,-2,0.9
0.555,-2,0.9
0.5625,-2,0.9
0.57,-2,0.9
0.5775,-2,0.9
0.585,-2,0.9
0.5925,-2,0.9
0.6,-2,0.9
0.6075,-2,0.9
0.615,-2,0.9
0.6225,-2,0.9
0.63,-2,0.9
0.6375,-2,0.9
0.645,-2,0.9
0.6525,-2,0.9
0.66,-2,0.9
0.6675,-2,0.9
0.675,-2,0.9
0.6825,-2,0.9
0.69,-2,0.9
0.6975,-2,0.9
0.705,-2,0.9
